"County","Precinct
Number","Precinct Name","Voting
Age Pop.","VAP
White","VAP
Black","VAP
AIAN","VAP
Asian","VAP
HawPI","VAP
Other","VAP
Multi","VAP
HispWh","VAP
HispBl","VAP
HispOt","Total VAP Hispanic"
"Isle of Wight","093504","Zuni",1592,1260,296,17,8,1,3,7,6,0,6,12
"Isle of Wight","093505","Raynor",420,322,87,4,3,1,1,2,4,0,1,5
"James City","095101","Berkeley A Part 1",3876,2854,766,19,93,2,120,22,111,26,120,257
"James City","095101","Berkeley A Part 2",0,0,0,0,0,0,0,0,0,0,0,0
"James City","095102","Berkeley B Part 2",2392,2082,179,9,89,1,29,3,71,7,31,109
"James City","095102","Berkeley B Part 1",1259,1207,18,1,29,0,2,2,18,2,0,20
"James City","095103","Berkeley C",3715,3339,183,14,148,5,19,7,99,6,20,125
"James City","095201","Jamestown A",3627,3423,98,18,54,2,18,14,58,5,19,82
"James City","095202","Jamestown B",4586,3840,462,26,149,12,65,32,99,2,65,166
"James City","095301","Powhatan A",3579,3127,333,18,63,3,20,15,57,4,19,80
"James City","095302","Powhatan B",1425,880,473,7,38,1,19,7,21,4,22,47
"James City","095303","Powhatan C",4523,4066,238,18,168,4,21,8,79,10,20,109
"James City","095304","Powhatan D",3859,2732,856,25,153,10,55,28,131,9,52,192
"James City","095401","Stonehouse A",4153,3259,759,24,42,4,40,25,80,3,47,130
"James City","095402","Stonehouse B",4534,3769,549,36,87,5,66,22,105,7,68,180
"James City","095403","Stonehouse C",2804,2430,268,23,58,2,14,9,28,0,18,46
"James City","095501","Roberts A Part 2",2733,1425,1082,48,53,1,106,18,99,10,115,224
"James City","095501","Roberts A Part 1",1513,1422,29,6,47,1,3,5,31,0,2,33
"James City","095502","Roberts B",2353,2099,168,0,66,1,13,6,32,1,11,44
"James City","095503","Roberts C Part 2",1058,598,336,11,24,0,72,17,35,4,81,120
"James City","095503","Roberts C Part 1",635,617,4,1,10,3,0,0,1,1,0,2
"King and Queen","097101","Owenton",1133,512,562,45,3,0,11,0,5,0,10,15
"King and Queen","097201","Clark's",1152,926,200,19,2,0,5,0,19,1,3,23
"King and Queen","097301","Shackleford's",1042,718,297,10,5,0,6,6,22,1,5,28
"King and Queen","097401","Courthouse",1026,646,353,14,4,1,7,1,5,0,7,12
"King and Queen","097501","Old Mill",1150,923,185,19,6,0,10,7,16,1,11,28
"King George","099101","Courthouse",2863,2294,433,42,66,1,12,15,47,2,15,64
"King George","099102","Passapatanzy",1662,1398,204,14,20,1,19,6,21,1,18,40
"King George","099201","James Monroe",5418,4485,760,42,54,7,43,27,96,8,49,153
"King George","099301","Dahlgren",3403,2447,759,40,92,2,43,20,75,5,53,133
"King George","099401","Shiloh",3698,2694,907,33,31,4,22,7,46,4,28,78
"King William","101101","West Point",2322,1835,388,22,42,1,26,8,44,5,24,73
"King William","101201","Sweet Hall",850,663,160,18,4,0,2,3,7,2,3,12
"King William","101202","Courthouse",1741,1057,540,111,6,1,14,12,13,2,17,32
"King William","101301","Aylett",2468,2139,244,47,22,1,12,3,20,1,10,31
"King William","101401","Manquin",2272,1830,369,40,12,1,14,6,10,2,19,31
"King William","101501","Mangohick",2347,1760,542,20,6,2,4,13,19,1,4,24
"Lancaster","103101","Precinct 1-1",2012,1587,400,14,6,0,5,0,20,6,10,36
"Lancaster","103201","Precinct 2-1",1669,775,870,5,15,0,1,3,6,0,1,7
"Lancaster","103301","Precinct 3-1",1289,1166,99,6,9,0,5,4,5,1,6,12
"Lancaster","103302","Precinct 3-2",655,604,48,2,1,0,0,0,5,0,0,5
"Lancaster","103401","Precinct 4-1",2291,1361,900,4,18,0,7,1,6,2,5,13
"Lancaster","103501","Precinct 5-1",1644,1538,88,7,5,0,5,1,5,0,4,9
"Lee","105101","Elydale",1075,1056,0,10,2,0,5,2,2,0,4,6
"Lee","105102","Ewing",969,961,3,5,0,0,0,0,2,1,0,3
"Lee","105103","Rose Hill",1690,1680,1,2,1,2,4,0,6,0,2,8
"Lee","105201","Blackwater",414,413,0,0,0,0,1,0,0,0,1,1
"Lee","105202","Flatwoods",1441,1419,6,9,1,0,4,2,2,0,2,4
"Lee","105203","North Jonesville",1027,1012,1,5,3,0,6,0,4,0,7,11
"Lee","105204","South Jonesville",1248,1217,4,11,3,1,10,2,5,0,3,8
"Lee","105301","Ben Hur",1728,1716,4,5,2,0,1,0,2,0,1,3
"Lee","105302","West Pennington Gap",1209,1148,44,8,5,1,2,1,6,0,1,7
"Lee","105303","Woodway",2860,1777,842,64,27,8,103,39,109,36,114,259
"Lee","105401","Stickleyville",771,767,0,4,0,0,0,0,6,0,0,6
"Lee","105402","Jasper",608,593,2,9,4,0,0,0,3,1,0,4
"Lee","105403","Seminary",739,732,0,4,3,0,0,0,0,0,0,0
"Lee","105404","Dryden",1539,1513,6,7,9,0,4,0,4,0,2,6
"Lee","105501","Saint Charles",524,520,0,3,1,0,0,0,1,0,0,1
"Lee","105502","Stone Creek",608,601,2,3,1,0,1,0,0,0,1,1
"Lee","105503","East Pennington Gap",1297,1263,8,11,4,4,7,0,7,1,7,15
"Lee","105504","Robbins Chapel",231,222,4,5,0,0,0,0,0,0,0,0
"Lee","105505","Keokee",432,429,1,1,0,0,1,0,0,0,0,0
"Loudoun","107101","Sanders Corner",2582,2123,168,12,234,1,33,11,139,2,36,177
"Loudoun","107102","Ashburn Farm",4221,2901,242,10,937,4,85,42,176,2,81,259
"Loudoun","107105","Hillside",3500,2778,224,15,404,2,57,20,118,7,58,183
"Loudoun","107106","Eagle Ridge",3760,2232,209,11,1225,2,61,20,136,3,52,191
"Loudoun","107107","Little River",1571,1219,95,3,231,3,18,2,84,4,22,110
"Loudoun","107108","Mercer",4883,2752,527,28,1439,1,96,40,243,30,102,375
"Loudoun","107109","Hutchison",4544,2652,374,23,1321,5,122,47,206,18,129,353
"Loudoun","107110","Oak Grove",1292,415,157,5,603,7,83,22,101,3,88,192
"Loudoun","107111","Briar Woods",3673,2354,359,16,837,5,71,31,155,10,72,237
"Loudoun","107112","Freedom",6021,3086,446,26,2247,7,169,40,264,15,168,447
"Loudoun","107113","Mill Run",3444,2125,462,21,677,5,138,16,225,16,152,393
"Loudoun","107114","Dulles South",3934,2457,215,14,1144,4,81,19,155,7,83,245
"Loudoun","107115","Pinebrook",3113,2188,206,15,582,7,86,29,96,4,84,184
"Loudoun","107116","Legacy",2624,1425,120,5,1014,4,30,26,84,5,31,120
"Loudoun","107117","Carter",3857,1422,302,12,1970,2,107,42,119,7,107,233
"Loudoun","107207","River Bend",1764,1464,92,11,134,1,57,5,103,1,64,168
"Loudoun","107208","Algonkian",3824,2880,241,16,430,2,226,29,319,6,237,562
"Loudoun","107209","Potomac Falls",2670,2052,168,14,360,6,56,14,175,4,63,242
"Loudoun","107210","Cascades",3532,2369,267,22,700,6,141,27,164,16,142,322
"Loudoun","107211","Buchanan",1577,930,154,12,316,1,152,12,170,2,159,331
"Loudoun","107212","Claude Moore Park",4863,2626,636,11,1164,4,396,26,521,16,398,935
"Loudoun","107213","Countryside",2131,1524,190,14,249,4,136,14,135,6,142,283
"Loudoun","107301","Purcellville One",2693,2382,184,9,78,2,30,8,86,8,28,122
"Loudoun","107302","Round Hill",2027,1899,40,11,51,3,20,3,56,1,24,81
"Loudoun","107303","Hillsboro",2167,2028,47,12,47,1,25,7,55,2,28,85
"Loudoun","107304","Hamilton",3707,3371,138,14,142,1,37,4,84,2,31,117
"Loudoun","107305","Philomont",1845,1755,44,3,22,3,10,8,35,0,12,47
"Loudoun","107306","Between The Hills",397,384,5,3,4,0,1,0,5,0,1,6
"Loudoun","107307","Middleburg",1359,1162,156,6,15,0,19,1,62,0,17,79
"Loudoun","107308","St. Louis",1480,1233,191,5,5,0,42,4,64,0,40,104
"Loudoun","107309","Aldie",975,830,119,0,15,2,9,0,23,0,9,32
"Loudoun","107310","Purcellville Two",3207,2785,171,21,120,2,91,17,129,7,99,235
"Loudoun","107311","Woodgrove",2048,1817,73,16,106,3,19,14,69,0,34,103
"Loudoun","107401","West Lovettsville",2602,2403,91,18,48,1,37,4,100,0,34,134
"Loudoun","107402","Waterford",2340,2185,48,16,62,0,22,7,56,0,22,78
"Loudoun","107403","Lucketts",2301,1994,97,23,123,5,49,10,143,0,60,203
"Loudoun","107405","Greenway",1637,1362,132,11,77,4,44,7,41,4,42,87
"Loudoun","107406","Balls Bluff",2971,2190,298,13,336,0,113,21,186,8,115,309
"Loudoun","107407","Harper Park",4344,3467,307,19,467,8,55,21,163,5,62,230
"Loudoun","107408","Evergreen",4528,3453,379,22,507,3,136,28,282,15,143,440
"Loudoun","107409","Clarkes Gap",1651,1433,73,8,118,0,16,3,38,0,13,51
"Loudoun","107410","Tolbert",4589,2714,587,37,884,1,328,38,374,21,362,757
"Loudoun","107411","East Lovettsville",2079,2005,31,11,23,1,5,3,29,0,5,34
"Loudoun","107412","Heritage",1788,1660,48,6,51,0,18,5,46,0,20,66
"Loudoun","107501","West Leesburg",2992,2533,256,19,78,0,99,7,124,5,101,230
"Loudoun","107502","East Leesburg",5711,3227,779,38,372,0,1242,53,858,20,1295,2173
"Loudoun","107503","Dry Mill",1458,1293,76,4,42,1,37,5,66,5,34,105
"Loudoun","107504","Smart's Mill",2986,2434,235,15,95,6,181,20,151,15,194,360
"Loudoun","107505","Cool Spring",2725,2221,189,12,217,4,67,15,104,3,71,178
"Loudoun","107506","Brandon Park",2439,1705,317,15,167,6,209,20,159,10,224,393
"Loudoun","107604","Sugarland North",3407,2625,197,6,367,8,171,33,175,11,177,363
"Loudoun","107605","Sugarland South",3747,2343,303,26,388,3,658,26,387,17,676,1080
"Loudoun","107606","Seneca",2604,1884,155,22,489,0,44,10,150,3,51,204
"Loudoun","107607","Lowes Island",2354,1901,124,5,279,3,30,12,87,2,35,124
"Loudoun","107608","Mirror Ridge",3530,1830,348,19,767,3,532,31,356,12,550,918
"Loudoun","107609","South Bank",2871,2084,131,7,592,7,36,14,121,4,29,154
"Loudoun","107701","Sully",3618,1802,330,24,501,13,908,40,412,12,921,1345
"Loudoun","107702","Park View",3961,2430,287,38,605,4,572,25,399,12,600,1011
"Loudoun","107703","Rolling Ridge",3823,1974,406,23,771,2,605,42,380,22,620,1022
"Loudoun","107704","Guilford",2997,1742,158,23,292,1,762,19,455,9,778,1242
"Loudoun","107705","Forest Grove",3597,2223,285,32,325,2,706,24,516,30,728,1274
"Loudoun","107808","Stone Bridge",3202,2509,239,18,365,2,55,14,139,5,50,194
"Loudoun","107809","Russell Branch",3084,2332,199,13,384,2,131,23,181,7,134,322
"Loudoun","107810","Cedar Lane",2931,2236,290,20,278,4,89,14,196,9,100,305
"Loudoun","107811","Dominion",3326,2367,298,17,483,5,138,18,222,9,131,362
"Loudoun","107812","Farmwell Station",4066,2785,370,9,691,8,169,34,237,17,182,436
"Loudoun","107813","Selden's Landing",5510,3355,714,29,1026,7,332,47,437,33,339,809
"Loudoun","107814","Newton-Lee",5427,3680,374,21,1212,6,89,45,210,11,89,310
"Loudoun","107815","Belmont Ridge",4976,3739,376,14,754,2,63,28,183,6,63,252
"Loudoun","107816","Weller",3420,2280,303,11,657,2,134,33,204,20,135,359
"Louisa","109101","Zion",2138,1780,280,6,25,1,40,6,24,3,41,68
"Louisa","109102","Mechanicsville",2195,1796,356,15,13,0,11,4,26,1,7,34
"Louisa","109201","Louisa #1",1962,1441,436,15,18,0,42,10,35,4,48,87
"Louisa","109202","Louisa #2",1587,1305,251,12,10,0,5,4,22,0,6,28
"Louisa","109301","Patrick Henry #1",3481,2192,1220,17,20,1,24,7,25,1,24,50
"Louisa","109401","Mineral",2794,2378,348,33,6,2,11,16,38,0,17,55
"Louisa","109402","Yanceyville",882,661,210,6,4,0,1,0,8,0,2,10
"Louisa","109501","Fredericks Hall",1704,1315,354,7,16,5,5,2,14,2,2,18
"Louisa","109502","Cuckoo",1927,1489,397,21,6,0,7,7,12,7,7,26
"Louisa","109601","Bumpass",1878,1732,107,14,15,5,4,1,19,3,7,29
"Louisa","109602","Locust Creek",1928,1621,267,29,1,2,3,5,11,4,3,18
"Louisa","109701","Sheltons Mill",2025,1701,294,10,6,1,2,11,24,0,2,26
"Louisa","109702","South Anna",1314,1099,190,14,4,3,4,0,5,5,5,15
"Lunenburg","111101","Plymouth",909,719,170,11,4,2,1,2,1,0,0,1
"Lunenburg","111201","Brown's Store",1004,720,246,4,4,0,25,5,5,3,28,36
"Lunenburg","111301","Rosebud",1050,736,282,3,8,0,18,3,6,0,17,23
"Lunenburg","111302","Flat Rock",439,256,178,1,1,1,2,0,4,1,2,7
"Lunenburg","111401","Arrowhead Gun Club",431,343,79,1,0,0,5,3,9,0,6,15
"Lunenburg","111402","Pleasant Grove",1023,764,243,6,1,0,9,0,4,1,9,14
"Lunenburg","111501","Reedy Creek",643,375,251,6,3,1,2,5,1,2,3,6
"Lunenburg","111502","Peoples Community Center",748,272,453,5,2,0,13,3,0,3,14,17
"Lunenburg","111601","Hounds Creek",1445,658,670,11,3,4,93,6,24,8,97,129
"Lunenburg","111701","Meherrin Fire Dept",595,405,187,3,0,0,0,0,5,0,1,6
"Lunenburg","111702","Victoria Public Library",2133,1120,968,11,5,0,25,4,37,3,23,63
"Madison","113001","Oak Park",1146,940,158,3,28,4,13,0,18,0,12,30
"Madison","113002","Radiant",1800,1472,293,8,4,3,12,8,18,0,13,31
"Madison","113003","Rochelle",881,783,81,7,3,2,2,3,8,0,3,11
"Madison","113004","Graves Mill",75,75,0,0,0,0,0,0,0,0,0,0
"Madison","113005","Madison",2008,1726,240,19,13,1,7,2,6,1,8,15
"Madison","113006","Wolftown",1050,957,64,17,10,0,1,1,7,0,1,8
"Madison","113007","Brightwood",1899,1741,131,10,3,0,12,2,13,0,10,23
"Madison","113008","Criglersville",933,833,89,5,6,0,0,0,14,1,0,15
"Madison","113009","Etlan",546,509,22,14,0,0,0,1,5,0,0,5
"Mathews","115001","Chesapeake",1696,1559,110,16,5,0,3,3,9,0,3,12
"Mathews","115002","Westville",2674,2341,282,20,12,2,10,7,18,2,8,28
"Mathews","115003","Piankatank",2974,2616,287,34,20,5,5,7,17,1,7,25
"Mecklenburg","117101","Wright's Store",822,403,404,5,1,0,4,5,2,5,4,11
"Mecklenburg","117102","Pearson's Store",272,239,29,1,0,0,1,2,2,0,0,2
"Mecklenburg","117103","South Clarksville",1652,805,820,6,3,1,13,4,6,3,11,20
"Mecklenburg","117201","Boydton",921,448,465,1,2,0,3,2,4,1,4,9
"Mecklenburg","117202","Bluestone Senior High School",374,157,217,0,0,0,0,0,0,0,0,0
"Mecklenburg","117203","Chase City VFW Post",706,171,522,2,8,0,0,3,3,1,2,6
"Mecklenburg","117301","Bracey",1772,1460,264,26,16,2,0,4,19,0,4,23
"Mecklenburg","117302","Lacrosse",1510,998,458,8,4,0,38,4,69,8,36,113
"Mecklenburg","117401","American Legion Hall",2560,1047,1445,12,20,1,26,9,47,6,26,79
"Mecklenburg","117402","Park View Middle School",316,114,195,1,1,0,5,0,3,2,5,10
"Mecklenburg","117501","South Hill",2759,1759,870,13,70,2,37,8,17,6,39,62
"Mecklenburg","117601","Baskerville",2004,1117,844,4,1,0,31,7,33,9,32,74
"Mecklenburg","117602","Union Level",1342,733,587,2,1,1,17,1,13,1,17,31
"Mecklenburg","117603","Smith Crossroads",395,264,126,0,2,0,2,1,5,0,3,8
"Mecklenburg","117604","Lake Gaston",702,625,61,8,6,1,1,0,15,0,1,16
"Mecklenburg","117701","Chase City",1608,1011,571,9,5,0,1,11,7,8,1,16
"Mecklenburg","117702","Sunshine",811,559,243,1,3,0,0,5,1,0,0,1
"Mecklenburg","117801","Finchley",445,327,109,0,5,0,1,3,11,0,1,12
"Mecklenburg","117802","Bluestone",1363,973,367,5,9,0,6,3,3,4,10,17
"Mecklenburg","117803","Chase City Elementary School",1101,594,488,1,6,0,10,2,1,6,10,17
"Mecklenburg","117901","Averett",331,302,22,2,2,1,2,0,2,0,2,4
"Mecklenburg","117902","Buffalo Springs",599,517,69,7,3,0,2,1,9,0,2,11
"Mecklenburg","117903","Clarksville",1986,1672,283,17,4,0,6,4,24,1,6,31
"Middlesex","119101","Saluda",1484,983,467,15,2,2,9,6,10,4,9,23
"Middlesex","119102","Urbanna",900,801,84,4,4,0,7,0,6,0,5,11
"Middlesex","119103","Harmony Village",1099,836,244,10,4,1,4,0,5,0,5,10
"Middlesex","119201","Wilton",1800,1598,178,15,6,0,1,2,10,4,1,15
"Middlesex","119202","New Market",2100,2005,54,10,15,1,14,1,15,2,12,29
"Middlesex","119301","Waterview",830,568,248,8,1,0,4,1,3,2,4,9
"Middlesex","119302","Church View",985,564,389,10,4,0,5,13,2,5,6,13
"Montgomery","121101","A-1",1916,1826,20,9,52,2,7,0,11,1,1,13
"Montgomery","121102","A-2",5479,4690,193,22,486,5,60,23,105,4,59,168
"Montgomery","121103","A-3",3859,3179,275,25,304,2,63,11,85,9,64,158
"Montgomery","121201","B-1",1916,1827,43,14,16,3,8,5,28,0,11,39
"Montgomery","121202","B-2",4311,3895,302,36,30,1,32,15,45,4,39,88
"Montgomery","121203","B-3",2489,2293,111,14,45,1,22,3,43,1,22,66
"Montgomery","121204","B-4",3264,2921,200,17,111,3,9,3,34,6,10,50
"Montgomery","121301","C-1",3490,3334,89,18,8,1,39,1,49,1,34,84
"Montgomery","121302","C-2",2422,2296,67,19,25,2,10,3,26,1,18,45
"Montgomery","121303","C-3",1123,1102,5,6,8,0,0,2,8,1,2,11
"Montgomery","121304","C-4",2809,2564,157,24,44,1,15,4,28,1,18,47
"Montgomery","121401","D-1",1637,1546,58,4,13,0,11,5,10,2,13,25
"Montgomery","121402","D-2",2236,2176,34,7,11,0,4,4,21,0,2,23
"Montgomery","121403","D-3 Part 2",3,3,0,0,0,0,0,0,0,0,0,0
"Montgomery","121403","D-3 Part 1",2774,2704,29,7,14,0,19,1,16,0,17,33
"Montgomery","121404","D-4",1206,1197,4,0,1,1,2,1,6,0,2,8
"Montgomery","121405","D-5",2643,2444,146,18,13,3,16,3,14,2,16,32
"Montgomery","121501","E-1",10299,8876,480,56,720,10,105,52,233,21,117,371
"Montgomery","121502","E-2",1066,1005,45,9,3,0,4,0,6,0,4,10
"Montgomery","121601","F-1",7008,5484,280,36,1094,6,66,42,128,12,75,215
"Montgomery","121602","F-2",5063,3918,188,17,885,7,39,9,103,4,42,149
"Montgomery","121701","G-1",4591,3880,211,19,421,6,39,15,102,5,37,144
"Montgomery","121702","G-2",7673,6437,286,29,823,7,60,31,154,7,61,222
"Nelson","125101","Rockfish",2399,2165,189,15,9,1,18,2,36,5,18,59
"Nelson","125201","Lovingston",1167,983,146,9,14,1,8,6,13,3,11,27
"Nelson","125202","Schuyler",1082,962,96,5,1,2,9,7,11,0,4,15
"Nelson","125301","Shipman",2181,1588,541,19,12,0,13,8,8,2,14,24
"Nelson","125302","Gladstone",373,281,83,5,1,3,0,0,3,0,0,3
"Nelson","125401","Roseland",2051,1613,353,16,4,1,61,3,47,5,59,111
"Nelson","125402","Montebello",193,192,0,1,0,0,0,0,1,0,0,1
"Nelson","125501","Faber",932,846,69,4,2,0,10,1,10,1,10,21
"Nelson","125502","Nellysford",1750,1589,124,5,13,0,19,0,15,0,12,27
"New Kent","127102","Tunstall",806,690,91,13,8,0,2,2,4,1,3,8
"New Kent","127103","Southern Branch",1838,1626,146,32,14,0,15,5,16,1,13,30
"New Kent","127201","Quinton",1404,1233,141,7,19,0,2,2,13,1,2,16
"New Kent","127202","Kentwood",1230,1084,104,21,16,0,2,3,11,0,2,13
"New Kent","127301","Watkins",1326,874,419,15,11,0,3,4,16,0,2,18
"New Kent","127302","Cumberland",1397,820,537,11,12,1,12,4,12,2,12,26
"New Kent","127402","Chickahominy River",1176,1056,60,33,11,0,6,10,7,0,8,15
"New Kent","127403","Airport",1138,1029,59,31,9,2,1,7,16,0,1,17
"New Kent","127501","Eltham",1313,1045,204,15,17,0,19,13,29,2,18,49
"New Kent","127503","Providence Forge",2700,2309,246,74,42,1,13,15,27,3,9,39
"Northampton","131101","Precinct 1-1",1621,838,736,7,12,3,22,3,44,3,22,69
"Northampton","131201","Precinct 2-1",1578,1131,389,8,7,9,34,0,45,0,42,87
"Northampton","131301","Precinct 3-1",1402,682,635,12,3,2,62,6,39,4,63,106
"Northampton","131401","Precinct 4-1",1895,1234,527,11,24,0,92,7,46,7,97,150
"Northampton","131501","Precinct 5-1",1722,1143,526,6,13,0,32,2,29,6,32,67
"Northampton","131601","Precinct 6-1",1735,939,749,7,12,0,23,5,58,1,22,81
"Northumberland","133101","1a",2116,1572,437,10,4,2,79,12,47,6,79,132
"Northumberland","133201","2a",2020,1570,407,10,3,0,25,5,15,1,23,39
"Northumberland","133301","3a",1232,555,649,8,8,0,7,5,6,4,5,15
"Northumberland","133302","3b",681,237,435,4,1,0,1,3,5,0,2,7
"Northumberland","133401","4a",2335,2073,229,11,7,1,8,6,15,2,5,22
"Northumberland","133501","5a",1925,1651,232,10,8,2,21,1,15,2,21,38
"Nottoway","135101","Precinct 1-1",2629,1247,1335,5,8,1,32,1,29,4,31,64
"Nottoway","135102","Precinct 1-2",864,608,233,2,3,0,16,2,2,0,16,18
"Nottoway","135201","Precinct 2-1",1797,1236,472,22,2,0,60,5,21,9,68,98
"Nottoway","135202","Precinct 2-2",618,490,112,6,0,1,2,7,0,0,6,6
"Nottoway","135301","Precinct 3-1",1357,649,690,5,0,2,5,6,4,4,5,13
"Nottoway","135302","Precinct 3-2",614,404,203,2,1,0,1,3,2,1,1,4
"Nottoway","135401","Precinct 4-1",1271,386,806,4,14,0,57,4,8,11,58,77
"Nottoway","135402","Precinct 4-2",1046,690,315,14,3,0,24,0,8,2,28,38
"Nottoway","135501","Precinct 5-1",2394,1457,841,15,13,0,59,9,40,0,58,98
"Orange","137101","One West",2904,2514,308,16,22,0,40,4,28,1,39,68
"Orange","137102","One East",1131,817,272,3,4,0,28,7,10,4,29,43
"Orange","137201","Two West",2113,1764,284,18,5,0,33,9,17,4,28,49
"Orange","137202","Two East",2082,1646,389,18,10,0,12,7,26,9,10,45
"Orange","137301","Three",4807,3699,959,23,44,5,62,15,46,3,75,124
"Orange","137401","Four West",2432,2158,211,29,8,3,17,6,33,1,21,55
"Orange","137402","Four East",4387,3591,574,36,78,4,80,24,75,6,81,162
"Orange","137501","Five North",2270,2064,127,16,35,3,21,4,44,2,23,69
"Orange","137502","Five South",3693,3384,183,35,53,6,29,3,68,1,25,94
"Page","139101","West Luray",3849,3568,204,24,31,2,15,5,26,2,15,43
"Page","139201","East Luray",3695,3579,47,13,17,2,31,6,36,1,32,69
"Page","139301","Marksville",3801,3737,24,14,4,1,17,4,21,3,17,41
"Page","139401","Newport",3819,3699,64,19,14,3,17,3,17,3,18,38
"Page","139501","Shenandoah",3685,3590,46,18,13,2,13,3,17,0,16,33
"Patrick","141101","Ararat",1014,930,54,9,2,2,15,2,6,0,18,24
"Patrick","141102","Claudville",908,866,26,2,4,0,10,0,3,0,11,14
"Patrick","141103","Willis Gap",1107,1025,51,1,2,0,23,5,7,0,22,29
"Patrick","141201","Dry Pond",565,536,19,1,0,0,9,0,1,0,5,6
"Patrick","141202","Patrick Springs",1392,1241,126,3,2,0,20,0,5,0,21,26
"Patrick","141203","Russell Creek",954,834,107,6,2,0,3,2,9,1,3,13
"Patrick","141301","Critz/Stella",1864,1588,253,11,4,0,6,2,7,0,5,12
"Patrick","141302","Liberty",1280,1245,16,7,3,0,8,1,4,0,7,11
"Patrick","141401","Meadows Of Dan",1150,1124,8,7,1,2,7,1,13,0,9,22
"Patrick","141402","Stuart Administration",1804,1658,100,12,11,0,23,0,18,0,23,41
"Patrick","141501","Stuart Community",652,593,36,9,0,0,11,3,7,0,13,20
"Patrick","141502","Elamsville",1102,1054,38,6,1,0,3,0,7,0,3,10
"Patrick","141503","Woolwine",1132,1051,31,12,7,0,31,0,9,0,31,40
"Pittsylvania","143103","Twin Springs",3240,2934,238,7,41,0,11,9,25,2,11,38
"Pittsylvania","143105","Chatham",1611,1330,243,5,4,0,25,4,16,1,28,45
"Pittsylvania","143106","Tunstall",1491,1298,166,11,4,0,7,5,9,2,9,20
"Pittsylvania","143108","West Blairs",891,719,156,0,4,0,11,1,6,1,11,18
"Pittsylvania","143201","Callands",1511,1220,261,13,2,0,14,1,5,2,17,24
"Pittsylvania","143204","Sandy Level",1144,977,146,7,5,0,9,0,14,1,7,22
"Pittsylvania","143206","Climax",1170,953,197,8,3,0,7,2,6,3,7,16
"Pittsylvania","143207","Gretna",3121,2504,584,14,6,1,11,1,15,2,12,29
"Pittsylvania","143301","Central",1946,760,1145,13,7,1,15,5,47,2,14,63
"Pittsylvania","143305","Riceville",1314,671,612,9,2,0,20,0,16,6,19,41
"Pittsylvania","143307","East Blairs",1627,615,980,7,3,0,19,3,5,2,21,28
"Pittsylvania","143308","Mt. Airy",674,317,350,1,2,0,3,1,4,1,3,8
"Pittsylvania","143309","East Gretna",1072,621,439,4,3,0,3,2,5,3,3,11
"Pittsylvania","143402","Keeling",1595,1346,225,4,10,0,5,5,4,0,5,9
"Pittsylvania","143404","Kentuck",2669,2126,499,18,4,0,20,2,10,1,18,29
"Pittsylvania","143405","Ringgold",3070,2380,643,16,15,0,14,2,15,1,16,32
"Pittsylvania","143501","Hurt",2749,2124,592,18,8,0,4,3,9,6,5,20
"Pittsylvania","143502","Motley Sycamore",2919,2348,546,13,5,0,4,3,15,1,5,21
"Pittsylvania","143503","Renan",1415,1101,299,6,1,2,5,1,5,1,4,10
"Pittsylvania","143602","Bearskin",397,284,109,0,0,0,4,0,2,0,4,6
"Pittsylvania","143603","Stony Mill",1910,1580,284,1,6,0,32,7,55,1,32,88
"Pittsylvania","143604","Swansonville",1691,1177,485,9,2,1,13,4,17,0,10,27
"Pittsylvania","143605","Whitmell",1434,1085,335,9,3,0,2,0,12,0,5,17
"Pittsylvania","143606","Brosville",1607,1006,570,8,4,0,15,4,10,1,16,27
"Pittsylvania","143607","Dry Fork",736,615,105,6,0,0,9,1,25,0,11,36
"Pittsylvania","143702","Bachelors Hall",1775,1594,166,1,6,0,8,0,10,0,8,18
"Pittsylvania","143703","Ferry Road",500,385,112,1,1,0,1,0,3,0,1,4
"Pittsylvania","143704","Mt. Hermon",3160,2540,507,14,12,6,71,10,37,1,72,110
"Pittsylvania","143705","Mt. Cross",1582,1409,138,15,4,3,13,0,10,2,20,32
"Powhatan","145101","Subletts",2090,1948,97,19,16,3,6,1,26,1,8,35
"Powhatan","145102","Manakin",1140,1078,51,5,4,0,2,0,19,0,3,22
"Powhatan","145103","Flat Rock",897,866,16,7,4,0,2,2,8,0,2,10
"Powhatan","145201","Powhatan Station",1869,1758,84,4,14,0,7,2,16,0,7,23
"Powhatan","145202","Graceland",2203,1991,164,9,10,2,22,5,21,0,21,42
"Powhatan","145301","Bethesda",2572,2295,218,17,19,1,18,4,13,2,19,34
"Powhatan","145302","Lee's Landing",2707,1728,946,11,9,0,9,4,35,2,10,47
"Powhatan","145401","Powhatan Courthouse",2728,2522,155,13,21,0,13,4,20,3,10,33
"Powhatan","145402","Ballsville",1986,1737,220,9,4,0,7,9,7,2,10,19
"Powhatan","145501","Smith Cross Roads",1731,1157,538,16,7,2,5,6,15,6,4,25
"Powhatan","145502","Pineville",1646,878,749,6,5,0,8,0,24,1,8,33
"Prince Edward","147101","Farmville",4100,3202,727,18,91,8,44,10,78,12,37,127
"Prince Edward","147201","Lockett",2149,1263,829,18,18,0,13,8,13,3,10,26
"Prince Edward","147301","Leigh",1481,829,617,15,4,1,9,6,8,5,8,21
"Prince Edward","147302","Mt. Pleasant",750,375,357,6,1,0,7,4,7,1,6,14
