"County","Precinct
Number","Precinct Name","Voting
Age Pop.","VAP
White","VAP
Black","VAP
AIAN","VAP
Asian","VAP
HawPI","VAP
Other","VAP
Multi","VAP
HispWh","VAP
HispBl","VAP
HispOt","Total VAP Hispanic"
"Amherst","009501","Madison",4909,3825,919,74,34,5,29,23,42,3,27,72
"Appomattox","011101","Vera",755,676,66,7,2,0,0,4,5,3,0,8
"Appomattox","011102","Pamplin",1519,1180,319,10,7,0,2,1,14,0,2,16
"Appomattox","011201","Chap",888,600,278,4,0,1,4,1,4,0,3,7
"Appomattox","011202","Spout Spring",1409,1210,179,7,2,1,8,2,9,0,6,15
"Appomattox","011301","460",1364,1133,215,3,8,0,3,2,3,0,2,5
"Appomattox","011302","Stonewall",1277,1008,253,6,2,1,4,3,3,3,5,11
"Appomattox","011401","Courthouse",2191,1710,457,12,8,0,3,1,19,1,5,25
"Appomattox","011501","Oakville",1546,1207,318,5,3,1,5,7,5,0,5,10
"Appomattox","011502","Agee",699,511,180,1,1,0,3,3,10,0,2,12
"Arlington","013001","Arlington",4504,1806,954,33,697,3,931,80,573,44,973,1590
"Arlington","013002","Ashton Heights",3528,2844,128,17,309,4,214,12,167,4,229,400
"Arlington","013003","Aurora Hills",1961,1679,47,15,147,5,60,8,124,1,66,191
"Arlington","013004","Ballston",2016,1683,48,7,179,1,91,7,105,6,95,206
"Arlington","013005","Barcroft",3110,2046,172,28,190,2,637,35,326,14,673,1013
"Arlington","013006","Crystal City",3588,2669,341,27,465,6,53,27,213,6,60,279
"Arlington","013007","Cherrydale",3049,2578,167,8,234,1,45,16,163,7,46,216
"Arlington","013008","Hume",5128,3738,270,32,961,5,90,32,276,8,94,378
"Arlington","013009","Columbia",3957,2544,657,23,344,7,336,46,328,16,365,709
"Arlington","013010","Wilson",5457,4063,309,35,772,12,231,35,361,19,254,634
"Arlington","013011","East Falls Church",1933,1681,47,16,147,7,31,4,79,2,35,116
"Arlington","013012","Fairlington",2648,2467,62,7,87,2,19,4,117,4,15,136
"Arlington","013013","Glen Carlyn",2289,1441,172,19,444,2,192,19,187,4,202,393
"Arlington","013014","Clarendon",2627,2239,61,5,289,0,23,10,95,0,22,117
"Arlington","013015","Lyon Park",3334,2677,151,16,340,4,131,15,197,6,134,337
"Arlington","013016","Lyon Village",3135,2710,98,11,245,4,59,8,166,2,60,228
"Arlington","013017","Overlee Knolls",2870,2556,51,8,219,1,24,11,112,5,19,136
"Arlington","013018","Park Lane",6094,4476,627,26,739,16,184,26,399,16,180,595
"Arlington","013019","Rosslyn",5297,3814,236,32,1046,7,119,43,305,12,114,431
"Arlington","013020","Thrifton",2598,2419,34,16,117,0,7,5,94,4,12,110
"Arlington","013021","Virginia Highlands",4678,3407,588,27,547,6,65,38,262,15,73,350
"Arlington","013022","Abingdon",3292,2777,193,12,171,0,130,9,146,7,128,281
"Arlington","013023","Westover",2304,1788,133,21,197,6,136,23,146,8,155,309
"Arlington","013024","Woodlawn",4095,2953,493,20,364,4,232,29,297,11,241,549
"Arlington","013025","Arlington Forest",2826,2158,163,34,235,9,197,30,204,6,219,429
"Arlington","013026","Fillmore",4376,2776,724,29,487,6,305,49,373,22,320,715
"Arlington","013027","Jefferson",3593,2538,227,37,391,7,364,29,374,7,388,769
"Arlington","013028","Claremont",4696,2724,702,51,518,9,632,60,644,21,687,1352
"Arlington","013029","Dominion Hills",2609,2305,33,13,194,2,59,3,115,0,58,173
"Arlington","013030","Glebe",3953,1636,1357,51,290,4,549,66,392,13,600,1005
"Arlington","013031","Lexington",2737,2263,187,21,158,1,97,10,105,3,106,214
"Arlington","013032","Oakridge",4462,3033,689,39,412,10,256,23,302,9,269,580
"Arlington","013033","Rock Spring",2672,2496,25,12,115,0,21,3,87,0,19,106
"Arlington","013034","Yorktown",2469,2197,80,12,139,0,35,6,100,0,43,143
"Arlington","013035","Madison",2826,2643,41,11,113,3,13,2,81,2,8,91
"Arlington","013036","Marshall",3769,3154,252,16,257,4,66,20,148,13,77,238
"Arlington","013037","Nottingham",2369,2155,26,12,141,1,29,5,105,1,33,139
"Arlington","013038","Arlington View",4052,1892,1108,43,683,4,279,43,273,23,285,581
"Arlington","013039","Ashlawn",1998,1506,94,23,211,1,154,9,199,1,174,374
"Arlington","013040","Virginia Square",3863,3138,145,16,489,3,46,26,165,4,50,219
"Arlington","013041","Woodbury",4573,3300,244,30,580,6,371,42,361,17,401,779
"Arlington","013042","Shirlington",3089,2314,293,18,248,0,190,26,222,7,205,434
"Arlington","013043","Arlington Mill",4839,1967,818,81,651,13,1240,69,1225,51,1330,2606
"Arlington","013044","Dawson",2818,2269,113,10,344,4,66,12,163,1,67,231
"Arlington","013045","Buckingham",5497,3458,454,181,524,3,803,74,606,31,1009,1646
"Arlington","013046","Central",4739,3790,174,24,681,4,50,16,178,8,48,234
"Arlington","013047","Four Mile Run",2387,1319,409,19,297,6,307,30,279,20,334,633
"Arlington","013048","Courtlands",2850,2379,60,8,359,0,34,10,118,4,28,150
"Arlington","013049","Monroe",2156,1650,149,9,276,2,64,6,121,2,65,188
"Arlington","013050","Crystal Plaza",4399,3279,422,23,552,9,74,40,236,19,80,335
"Arlington","013051","Taylor",892,756,11,2,108,0,13,2,19,1,12,32
"Augusta","015101","Jolivue",1990,1874,74,10,26,2,4,0,22,0,3,25
"Augusta","015102","Expo",2334,2129,160,14,17,0,11,3,33,3,12,48
"Augusta","015103","Verona",4298,3877,333,21,22,0,41,4,77,0,42,119
"Augusta","015201","Crimora",3748,3571,93,41,16,0,21,6,28,0,27,55
"Augusta","015202","New Hope",2095,2036,26,7,6,0,19,1,10,2,16,28
"Augusta","015203","Weyers Cave",2773,2629,39,16,26,0,61,2,85,2,58,145
"Augusta","015301","Fort Defiance",3132,3055,38,17,3,2,16,1,12,7,14,33
"Augusta","015302","North River",1156,1113,7,3,1,0,32,0,20,1,32,53
"Augusta","015303","Mount Solon",1621,1579,18,6,9,0,8,1,12,0,9,21
"Augusta","015304","Churchville Fire Station",1259,1239,14,2,2,0,2,0,5,0,1,6
"Augusta","015401","Buffalo Gap",1563,1517,24,7,8,0,7,0,3,1,5,9
"Augusta","015402","Churchville School",1557,1528,16,1,8,1,0,3,7,0,2,9
"Augusta","015403","Craigsville",2636,1901,681,7,14,0,33,0,5,0,32,37
"Augusta","015404","Deerfield",526,512,3,7,0,2,2,0,1,0,2,3
"Augusta","015405","Cedar Green",1705,1575,104,5,12,2,2,5,16,1,4,21
"Augusta","015501","Greenville",2509,2293,170,21,15,0,9,1,11,1,10,22
"Augusta","015502","Middlebrook",1278,1242,16,7,7,3,2,1,5,0,2,7
"Augusta","015503","Spottswood",1383,1362,7,5,6,0,3,0,7,0,3,10
"Augusta","015504","White Hill",2672,2585,31,27,15,2,9,3,10,0,10,20
"Augusta","015601","Sherando",1914,1829,63,11,7,0,4,0,10,0,4,14
"Augusta","015602","Stuarts Draft",4263,4114,102,14,15,3,13,2,24,1,13,38
"Augusta","015603","Lyndhurst",1991,1866,84,8,16,1,15,1,21,2,16,39
"Augusta","015801","Dooms",2405,2331,35,11,11,0,15,2,24,0,10,34
"Augusta","015802","Fishersville",3812,3559,165,13,45,0,21,9,25,1,22,48
"Augusta","015803","Wilson",3375,3009,278,18,42,3,22,3,39,4,21,64
"Bath","017101","Warm Springs",571,511,53,3,2,0,2,0,17,2,1,20
"Bath","017102","Mountain Grove",121,119,0,0,2,0,0,0,2,0,0,2
"Bath","017201","Hot Springs",835,706,114,5,6,0,1,3,18,3,2,23
"Bath","017301","Fairview",517,508,0,4,2,0,3,0,2,0,3,5
"Bath","017302","Burnsville",237,237,0,0,0,0,0,0,0,0,0,0
"Bath","017401","Millboro",791,767,19,0,0,0,5,0,0,0,5,5
"Bath","017501","Healing Springs",855,838,12,3,0,0,1,1,7,1,1,9
"Bedford","019101","Goodview Elem School",4961,4827,57,37,23,2,14,1,46,6,15,67
"Bedford","019102","Hardy Fire & Rescue Bldg",1105,1082,10,7,2,0,3,1,11,0,3,14
"Bedford","019103","Chamblissburg First Aid Bldg",1145,1069,61,10,2,0,2,1,5,0,2,7
"Bedford","019202","Staunton River High School",1976,1833,111,15,7,0,7,3,14,0,6,20
"Bedford","019203","Moneta Elem School",3883,3612,197,25,24,0,17,8,39,0,19,58
"Bedford","019204","Body Camp Elem School",590,522,65,2,1,0,0,0,3,0,0,3
"Bedford","019205","Saunders Vol Fire Dept",1916,1869,21,13,6,5,2,0,11,0,1,12
"Bedford","019301","New London Academy",3251,2985,176,17,62,2,4,5,54,1,6,61
"Bedford","019302","Bedford County Psa",1870,1651,199,10,7,0,3,0,8,1,3,12
"Bedford","019303","Bethesda Methodist Church",984,898,77,4,2,0,3,0,6,0,3,9
"Bedford","019304","Forest Youth Athletic Assoc.",1058,972,67,4,4,0,11,0,13,1,8,22
"Bedford","019305","Huddleston Elem School",1088,934,138,7,2,0,6,1,3,0,5,8
"Bedford","019401","Forest Elem School",2490,2233,135,7,94,1,16,4,36,0,13,49
"Bedford","019402","Thomas Jefferson Elem School",3339,2980,260,9,70,2,14,4,39,5,19,63
"Bedford","019403","Knights Of Columbus Bldg",2625,2373,161,0,78,1,8,4,55,2,6,63
"Bedford","019502","Big Island Elem School",886,777,90,12,2,0,3,2,4,0,1,5
"Bedford","019503","Sedalia Center",1072,956,95,13,0,0,7,1,6,0,6,12
"Bedford","019504","Odd Fellows Hall",444,395,43,4,0,1,0,1,3,0,0,3
"Bedford","019505","Boonsboro Elem School",2127,1934,156,7,18,1,10,1,16,0,6,22
"Bedford","019506","Boonsboro Ruritan Club",2093,1898,133,11,35,0,13,3,13,0,11,24
"Bedford","019507","Pleasant View",349,270,58,0,6,0,15,0,8,0,15,23
"Bedford","019601","Montvale Elem School",2046,1968,49,18,9,0,2,0,12,3,2,17
"Bedford","019602","Shady Grove Baptist Church",2346,2292,18,14,11,0,9,2,9,3,8,20
"Bedford","019603","Thaxton Elem School",2127,2007,86,16,9,0,7,2,8,0,7,15
"Bedford","019604","Saunders Grove Brethren Church",401,396,0,3,2,0,0,0,0,0,0,0
"Bedford","019701","Goode Rescue Squad",1999,1855,108,11,14,0,10,1,13,0,9,22
"Bedford","019702","Liberty High School",2405,2047,327,15,8,1,5,2,9,0,4,13
"Bedford","019703","Bedford Christian Church",2074,1832,210,18,4,1,7,2,12,0,5,17
"Bedford","019704","Suck Springs",721,639,76,3,1,0,0,2,1,0,0,1
"Bland","021101","Bastian",721,708,6,5,1,0,1,0,1,0,2,3
"Bland","021102","Ceres",694,692,1,0,1,0,0,0,0,0,0,0
"Bland","021201","Davis",224,220,2,1,0,0,1,0,2,0,1,3
"Bland","021202","Seddon",1182,1160,2,5,12,1,2,0,1,0,1,2
"Bland","021301","Hollybrook",568,557,8,1,0,0,1,1,3,0,2,5
"Bland","021302","Mechanicsburg",936,780,154,1,0,0,1,0,10,0,1,11
"Bland","021401","Rocky Gap",1279,1222,50,3,1,0,3,0,4,0,3,7
"Botetourt","023101","Amsterdam",1855,1689,126,9,22,1,8,0,28,5,11,44
"Botetourt","023102","Asbury",2958,2881,37,18,19,0,1,2,25,1,1,27
"Botetourt","023104","Troutville",1098,1041,16,8,27,0,3,3,9,0,4,13
"Botetourt","023201","Blue Ridge",2589,2484,71,15,13,0,5,1,13,0,4,17
"Botetourt","023202","Rainbow Forest",2205,2136,40,7,14,1,5,2,12,0,4,16
"Botetourt","023301","Buchanan",2016,1940,45,26,2,0,1,2,11,0,2,13
"Botetourt","023302","Mill Creek",1285,1233,32,8,7,0,3,2,13,0,1,14
"Botetourt","023303","Roaring Run",595,568,17,8,0,0,0,2,0,0,1,1
"Botetourt","023304","Springwood",1116,1076,24,11,4,0,1,0,4,0,0,4
"Botetourt","023402","Courthouse",2155,2005,134,8,1,0,5,2,17,0,5,22
"Botetourt","023403","Eagle Rock",992,970,15,6,0,0,1,0,4,0,0,4
"Botetourt","023404","Glen Wilton",826,761,55,8,2,0,0,0,3,0,0,3
"Botetourt","023405","Oriskany",81,78,2,1,0,0,0,0,0,0,0,0
"Botetourt","023406","Town Hall",1268,1233,12,8,5,0,10,0,4,0,10,14
"Botetourt","023501","Coyner Springs",1300,1231,55,3,8,0,2,1,6,0,2,8
"Botetourt","023502","Cloverdale",3375,3200,126,10,32,0,6,1,15,2,7,24
"Brunswick","025101","Brodnax",651,328,301,4,2,0,13,3,2,1,12,15
"Brunswick","025102","Rock Store",1019,657,338,8,6,0,10,0,6,3,10,19
"Brunswick","025103","Tillman",950,660,286,4,0,0,0,0,5,3,0,8
"Brunswick","025201","Dromgoole",444,266,174,1,1,0,2,0,1,3,2,6
"Brunswick","025202","Edgerton",1188,351,796,3,9,0,24,5,18,0,25,43
"Brunswick","025203","Fitzhugh",871,330,532,4,1,0,2,2,0,1,1,2
"Brunswick","025301","Alberta",242,149,90,1,0,0,2,0,0,0,1,1
"Brunswick","025302","Danieltown",1212,635,549,9,3,0,9,7,7,2,9,18
"Brunswick","025303","Elmore",531,242,281,2,1,0,0,5,1,2,0,3
"Brunswick","025304","Seymour",499,274,218,2,2,0,3,0,0,0,3,3
"Brunswick","025401","Sturgeon",3477,1167,2261,7,9,3,25,5,19,3,25,47
"Brunswick","025402","King's Store",535,167,357,0,2,0,5,4,1,0,7,8
"Brunswick","025501","Lawrenceville",2448,709,1704,7,9,2,8,9,3,13,11,27
"Buchanan","027102","Blackey",705,701,1,0,1,0,0,2,1,0,0,1
"Buchanan","027103","Hurley",2012,2000,4,4,0,1,1,2,2,0,1,3
"Buchanan","027201","Grassy",262,258,2,0,2,0,0,0,0,0,0,0
"Buchanan","027202","Bull",1138,1135,2,0,1,0,0,0,2,0,0,2
"Buchanan","027203","Rocklick",1465,1459,3,2,1,0,0,0,3,0,0,3
"Buchanan","027301","Slate",1418,1406,2,9,0,0,1,0,2,0,1,3
"Buchanan","027302","North Grundy",1406,1364,8,9,21,0,3,1,5,0,3,8
"Buchanan","027403","South Grundy",1916,1857,29,12,13,0,2,3,7,1,2,10
"Buchanan","027404","Oakwood",1506,1001,485,1,13,4,2,0,6,0,0,6
"Buchanan","027501","Prater",1242,1239,0,2,1,0,0,0,4,0,0,4
"Buchanan","027502","Fox",270,269,0,1,0,0,0,0,0,0,0,0
"Buchanan","027503","Vansant",994,991,0,3,0,0,0,0,4,0,0,4
"Buchanan","027601","Council",782,778,2,2,0,0,0,0,1,0,0,1
"Buchanan","027602","Garden",1010,1000,0,7,2,0,1,0,4,0,0,4
"Buchanan","027603","Hurricane",848,844,0,4,0,0,0,0,0,0,0,0
"Buchanan","027701","Whitewood",1666,1659,0,6,1,0,0,0,3,0,0,3
"Buchanan","027702","Contrary",945,938,0,5,1,0,1,0,5,0,1,6
"Buckingham","029101","New Canton",1820,1115,676,9,3,0,14,3,7,2,15,24
"Buckingham","029201","White Hall",3128,1465,1624,9,7,2,17,4,38,8,15,61
"Buckingham","029301","Curdsville",992,695,286,10,1,0,0,0,7,2,0,9
"Buckingham","029302","New Store",838,640,181,4,1,1,11,0,3,4,12,19
"Buckingham","029401","Maysville",1785,1257,496,11,7,0,7,7,7,0,5,12
"Buckingham","029501","Wrights",1012,784,202,11,8,0,5,2,12,0,4,16
"Buckingham","029502","Glenmore",1111,863,212,7,14,0,11,4,19,0,6,25
"Buckingham","029601","Slate River",2222,1286,905,12,7,1,4,7,11,9,8,28
"Buckingham","029701","Gold Hill",941,533,391,4,3,0,5,5,1,0,5,6
"Campbell","031101","Brookville",3088,2773,194,13,78,0,22,8,34,0,20,54
"Campbell","031102","New London",2735,2451,163,19,67,0,20,15,28,0,21,49
"Campbell","031201","Walker",4185,3489,430,17,132,1,103,13,63,0,106,169
"Campbell","031202","Bedford Springs",2422,2164,190,14,29,7,12,6,22,1,17,40
"Campbell","031301","Evington",1325,1140,160,13,2,1,6,3,2,2,4,8
"Campbell","031302","Lynch Station",1940,1608,315,5,4,0,7,1,3,1,4,8
"Campbell","031303","Altavista",2716,1983,661,16,19,1,28,8,9,1,26,36
"Campbell","031401","Three Forks",2593,2325,236,14,2,1,10,5,4,0,10,14
"Campbell","031402","Court House",3751,3164,525,18,16,0,21,7,24,0,17,41
"Campbell","031501","Spring Hill",3129,2641,423,28,17,3,15,2,30,3,14,47
"Campbell","031502","Yellow Branch",2829,2357,420,22,16,0,8,6,15,3,8,26
"Campbell","031601","Airport",1819,1583,169,7,35,3,19,3,21,1,20,42
"Campbell","031602","Kings",1677,1319,325,19,3,0,6,5,5,0,7,12
"Campbell","031603","Concord",3131,2597,465,16,7,3,30,13,31,2,34,67
"Campbell","031701","Brookneal",2193,1564,612,13,0,0,4,0,4,4,4,12
"Campbell","031702","Gladys",2446,1786,618,17,7,0,4,14,6,2,4,12
"Campbell","031703","Morris Church",819,601,204,10,0,0,2,2,0,0,2,2
"Caroline","033101","Bowling Green",3723,2691,885,74,21,1,22,29,35,5,24,64
"Caroline","033201","Madison",5952,4517,1181,62,84,6,78,24,159,23,92,274
"Caroline","033301","Port Royal",1274,854,374,10,11,2,19,4,21,10,21,52
"Caroline","033302","Chilesburg",588,447,120,9,7,0,2,3,4,1,4,9
"Caroline","033303","Woodford",1919,1422,448,17,5,0,21,6,15,1,17,33
"Caroline","033401","Reedy Church",3688,1915,1707,29,15,3,9,10,23,3,11,37
"Caroline","033402","Penola",291,242,43,1,2,0,3,0,4,0,3,7
"Caroline","033501","Mattaponi",4266,2261,1796,53,42,2,56,56,62,8,61,131
"Carroll","035101","Mount Bethel",1340,1282,17,10,1,1,28,1,5,0,28,33
"Carroll","035102","St Paul",1667,1635,16,10,0,0,6,0,6,0,8,14
"Carroll","035103","Lambsburg",806,797,2,1,2,0,4,0,8,0,4,12
"Carroll","035104","Oakland A",1097,1083,2,3,5,0,4,0,7,0,4,11
"Carroll","035201","Hillsville B",2359,2337,4,5,4,4,5,0,26,0,5,31
"Carroll","035202","Laurel Fork",929,910,5,5,4,0,5,0,7,0,5,12
"Carroll","035203","Gladesboro",1360,1333,3,10,4,0,10,0,10,0,13,23
"Carroll","035301","Hillsville C",2852,2813,9,6,13,0,11,0,34,0,12,46
"Carroll","035302","Sylvatus",1038,1029,6,0,2,0,0,1,7,0,0,7
"Carroll","035303","Dugspur",585,580,0,3,1,0,1,0,4,0,2,6
"Carroll","035401","Hillsville D",637,624,1,3,0,0,9,0,1,0,9,10
"Carroll","035402","Woodlawn D",2420,2320,39,9,6,1,45,0,28,0,44,72
"Carroll","035403","Oakland D",1297,1197,7,4,3,0,86,0,17,1,86,104
"Carroll","035404","Fancy Gap",706,692,0,1,3,0,10,0,3,0,10,13
"Carroll","035501","Vaughn",849,833,5,9,0,0,2,0,3,0,1,4
"Carroll","035502","Gladeville",1727,1691,19,9,0,0,8,0,14,0,11,25
"Carroll","035503","Woodlawn E",1069,1044,9,10,1,0,5,0,9,0,5,14
"Carroll","035504","Laurel",1086,1068,6,2,0,0,10,0,10,0,9,19
"Charles City","036101","Precinct 1-1",2081,1080,892,78,11,2,6,12,8,0,6,14
"Charles City","036201","Precinct 2-1",1851,544,932,321,8,0,16,30,9,0,30,39
"Charles City","036301","Precinct 3-1",2023,853,1085,48,9,1,10,17,7,1,7,15
"Charlotte","037101","County Seat",1496,1029,426,13,7,0,20,1,18,1,20,39
"Charlotte","037201","Red Oak Wylliesburg",1323,890,404,8,1,0,20,0,10,1,19,30
"Charlotte","037302","Drakes Branch",1419,989,414,7,0,0,6,3,11,0,4,15
"Charlotte","037401","Keysville",1386,1001,346,9,5,0,22,3,1,0,27,28
"Charlotte","037501","Cullen",734,552,169,4,5,0,3,1,2,0,2,4
"Charlotte","037503","Red House",781,486,280,11,2,0,0,2,1,4,0,5
"Charlotte","037601","Aspen",584,413,165,3,1,0,1,1,1,0,1,2
"Charlotte","037602","Phenix",743,563,170,5,2,0,2,1,1,0,1,2
"Charlotte","037701","Bacon",445,303,126,3,0,0,13,0,1,0,13,14
"Charlotte","037702","Saxe",774,439,318,5,1,0,10,1,4,4,7,15
"Chesterfield","041101","Bellwood",2848,2053,489,43,69,5,176,13,134,13,190,337
"Chesterfield","041102","South Chester",4285,3083,741,41,67,4,330,19,235,16,346,597
"Chesterfield","041103","Enon",3686,2948,541,17,109,1,57,13,56,12,58,126
"Chesterfield","041104","North Chester",3634,3088,363,28,74,4,65,12,75,5,74,154
"Chesterfield","041105","Drewry's Bluff",6751,2902,2237,87,176,9,1289,51,540,80,1336,1956
"Chesterfield","041106","Harrowgate",4954,3282,1368,50,133,5,88,28,109,22,99,230
"Chesterfield","041107","Wells",3175,1923,979,26,155,2,70,20,77,13,69,159
"Chesterfield","041108","Ecoff",4694,3722,720,25,131,5,73,18,101,7,74,182
"Chesterfield","041109","Elizabeth Scott",5166,3369,1024,32,572,4,120,45,136,23,124,283
"Chesterfield","041110","Dutch Gap",2069,1388,532,10,108,4,21,6,40,4,20,64
"Chesterfield","041111","Iron Bridge",4699,3244,1212,25,121,11,63,23,56,19,50,125
"Chesterfield","041112","Carver",2803,1803,834,14,88,6,40,18,59,8,42,109
"Chesterfield","041201","Gates",4095,2848,1004,44,65,3,113,18,61,9,115,185
"Chesterfield","041202","Beulah",3894,2024,1317,34,131,8,357,23,109,22,381,512
"Chesterfield","041203","Bird",2941,1723,888,28,37,1,250,14,80,15,263,358
"Chesterfield","041204","Jacobs",2108,1417,585,9,44,2,36,15,33,6,33,72
