"County","Precinct
Number","Precinct Name","Total 
Population","White","Black","AIAN","Asian","HawPI","Other","Multi","Hisp.
White","Hisp.
Black","Hisp.
Other","Total
Hispanic"
"Sussex","183402","West Wakefield",196,51,132,1,0,0,10,2,1,4,10,15
"Sussex","183501","Henry",1019,368,645,5,0,0,0,1,0,1,0,1
"Sussex","183502","Yale",471,157,310,1,1,0,2,0,0,3,2,5
"Sussex","183601","Blackwater",1019,621,369,3,14,0,10,2,7,2,10,19
"Sussex","183602","Newville",3176,1002,2112,6,14,0,40,2,10,5,35,50
"Tazewell","185101","Abbs Valley",881,876,0,2,1,0,0,2,7,0,0,7
"Tazewell","185102","Tip Top",947,924,14,6,3,0,0,0,1,0,0,1
"Tazewell","185103","Boissevain",634,619,11,4,0,0,0,0,0,0,0,0
"Tazewell","185104","Falls Mills",1257,1227,18,11,0,0,1,0,5,0,1,6
"Tazewell","185106","Pocahontas",1650,1146,471,15,9,0,9,0,25,0,10,35
"Tazewell","185107","Amonate",372,361,0,4,1,0,1,5,0,0,0,0
"Tazewell","185109","Bishop",583,574,8,0,1,0,0,0,1,0,0,1
"Tazewell","185110","Adria",1334,1314,10,3,3,0,3,1,7,0,3,10
"Tazewell","185111","Gap Store",1036,1016,9,10,1,0,0,0,2,0,0,2
"Tazewell","185112","Bandy",619,608,5,6,0,0,0,0,1,0,0,1
"Tazewell","185203","Burkes Garden",290,273,8,0,0,2,7,0,1,0,7,8
"Tazewell","185204","Clear Fork",1182,1163,8,4,6,0,1,0,1,0,1,2
"Tazewell","185207","Freestone",398,394,0,4,0,0,0,0,1,0,0,1
"Tazewell","185209","Jeffersonville",6091,5609,357,23,41,2,44,15,25,3,38,66
"Tazewell","185214","Thompson Valley",1162,1150,7,1,0,0,1,3,1,0,0,1
"Tazewell","185301","Cedar Bluff",4752,4688,15,13,32,0,2,2,22,0,2,24
"Tazewell","185302","Baptist Valley",1019,1006,3,7,2,0,1,0,3,0,0,3
"Tazewell","185303","Wardell",1756,1740,8,2,5,0,1,0,3,0,1,4
"Tazewell","185305","Pounding Mill",1268,1244,7,6,7,1,3,0,6,0,5,11
"Tazewell","185401","Richlands",5868,5684,64,21,85,3,9,2,14,0,7,21
"Tazewell","185402","Jewell Ridge",580,571,7,2,0,0,0,0,0,0,0,0
"Tazewell","185404","Raven",2427,2402,10,5,8,0,2,0,5,0,0,5
"Tazewell","185501","Springville",2762,2681,35,24,12,2,6,2,8,0,11,19
"Tazewell","185502","Graham",6210,5598,430,22,112,4,27,17,37,0,31,68
"Warren","187101","Fork Town",2909,2556,209,26,46,2,55,15,129,8,58,195
"Warren","187102","Otterburn",2264,2187,37,10,11,2,17,0,16,0,16,32
"Warren","187103","Waterlick",2020,1944,28,16,11,0,19,2,4,2,18,24
"Warren","187201","Happy Creek",4874,4395,225,46,141,0,38,29,94,4,44,142
"Warren","187202","Linden",3447,3190,74,46,61,1,65,10,101,1,77,179
"Warren","187301","North River",3175,2535,485,13,38,1,84,19,75,4,81,160
"Warren","187302","Riverton",3076,2810,123,38,45,0,46,14,77,0,66,143
"Warren","187303","Reliance",863,837,6,10,2,0,7,1,20,0,8,28
"Warren","187401","East Shenandoah",5598,5265,156,68,65,2,33,9,92,3,45,140
"Warren","187402","West Shenandoah",2565,2418,100,15,12,2,14,4,42,5,18,65
"Warren","187501","South River",4348,3675,530,38,41,8,46,10,119,10,46,175
"Warren","187502","Bentonville",1379,1302,51,11,12,0,3,0,14,0,2,16
"Warren","187504","Browntown",1057,1030,6,14,4,0,1,2,16,0,3,19
"Washington","191101","East Abingdon",5620,5384,114,21,54,7,36,4,49,0,37,86
"Washington","191102","West Abingdon",3111,2934,110,10,33,0,20,4,64,0,19,83
"Washington","191201","Clinchburg",1767,1729,14,3,2,4,13,2,5,0,16,21
"Washington","191202","Greendale",4694,4588,42,26,20,0,15,3,37,0,15,52
"Washington","191203","Hayter's Gap",1123,1098,13,4,0,0,8,0,2,0,5,7
"Washington","191301","Watauga",3991,3912,14,26,20,0,19,0,30,1,16,47
"Washington","191302","South Abingdon",4242,4014,139,22,24,1,33,9,60,0,31,91
"Washington","191401","Glade Spring",3261,3123,93,15,14,1,14,1,20,0,14,34
"Washington","191402","Meadowview",4568,4325,158,16,22,3,39,5,42,2,43,87
"Washington","191501","Rhea Valley",4556,4521,16,7,3,0,9,0,26,0,5,31
"Washington","191502","Damascus",2508,2453,17,22,10,2,4,0,14,0,5,19
"Washington","191504","Green Cove",439,438,0,1,0,0,0,0,1,0,0,1
"Washington","191601","Burson Place",3566,3519,19,8,11,0,9,0,19,0,8,27
"Washington","191602","Mendota",764,739,14,4,5,0,2,0,0,0,0,0
"Washington","191603","Valley Institute",2903,2879,16,4,2,1,1,0,6,2,2,10
"Washington","191701","High Point",2599,2559,4,12,13,4,7,0,9,0,8,17
"Washington","191702","Wallace",1663,1626,3,18,6,1,9,0,9,0,8,17
"Washington","191703","John Battle",3501,3408,28,18,11,0,35,1,58,1,35,94
"Westmoreland","193101","Precinct 1-1",2148,807,1232,11,9,1,68,20,34,7,82,123
"Westmoreland","193102","Precinct 1-2",939,522,354,7,3,1,51,1,18,1,56,75
"Westmoreland","193201","Precinct 2-1",3300,1834,1300,42,14,2,82,26,67,6,98,171
"Westmoreland","193301","Precinct 3-1",3676,2348,1054,29,23,2,206,14,176,6,208,390
"Westmoreland","193401","Precinct 4-1",3686,3096,439,32,38,0,73,8,76,7,70,153
"Westmoreland","193501","Precinct 5-1",3705,2894,664,47,49,4,34,13,43,13,34,90
"Wise","195101","Appalachia",2825,2732,67,18,2,0,5,1,20,1,1,22
"Wise","195102","Dorchester",1629,1609,11,5,3,0,1,0,0,0,0,0
"Wise","195103","Guest River",1596,1572,15,2,0,0,7,0,16,1,4,21
"Wise","195104","West Pound",3375,3323,25,14,2,0,10,1,4,0,9,13
"Wise","195201","North Coeburn",2459,2384,49,8,6,0,9,3,17,3,8,28
"Wise","195202","Wise",5884,5700,65,29,44,0,37,9,30,4,33,67
"Wise","195203","East Pound",2584,1995,566,0,8,1,12,2,19,1,13,33
"Wise","195301","Big Stone Gap",6027,4856,1067,36,29,1,28,10,59,10,28,97
"Wise","195302","East Stone Gap",4377,4289,32,17,24,0,9,6,17,0,13,30
"Wise","195401","Clinch Valley",4280,4016,154,19,55,0,32,4,44,6,28,78
"Wise","195402","South Coeburn",5000,4723,225,20,6,0,26,0,26,0,24,50
"Wise","195403","St. Paul",1416,1362,16,9,3,0,26,0,8,0,24,32
"Wythe","197101","Royal Oak",1259,1219,30,4,2,1,3,0,3,0,2,5
"Wythe","197102","Rural Retreat",3719,3628,43,14,11,1,20,2,10,0,22,32
"Wythe","197203","West Wytheville",4640,4226,332,20,25,1,21,15,27,9,20,56
"Wythe","197303","East Wytheville",5130,4639,371,19,71,2,27,1,37,4,23,64
"Wythe","197401","Fort Chiswell",2245,2201,21,3,16,0,4,0,4,1,5,10
"Wythe","197402","Max Meadows",2550,2465,50,7,8,0,13,7,13,0,13,26
"Wythe","197501","Jackson Memorial",2047,2010,13,15,4,0,5,0,14,0,3,17
"Wythe","197502","Sheffey",2970,2885,43,18,6,0,14,4,18,1,11,30
"Wythe","197601","Huddle",1130,1082,40,7,1,0,0,0,4,0,0,4
"Wythe","197602","Zion",1980,1934,20,19,2,0,2,3,1,0,2,3
"Wythe","197603","Evergreen",1565,1501,19,9,11,0,20,5,10,0,23,33
"York","199101","Queens Lake",3061,2424,380,12,167,4,56,18,44,10,61,115
"York","199102","Yorktown",1987,1819,56,9,69,6,24,4,48,3,29,80
"York","199103","Waller Mill",3610,3055,350,30,122,3,45,5,85,5,51,141
"York","199104","Magruder",6083,3496,2046,88,213,18,137,85,154,26,168,348
"York","199203","Coventry",8802,5997,1360,81,967,26,235,136,315,45,241,601
"York","199204","Kiln Creek",3291,2420,463,18,316,5,33,36,95,8,37,140
"York","199301","Seaford",3669,3423,111,17,82,1,32,3,48,0,39,87
"York","199302","Harris Grove",4550,3809,416,24,218,4,58,21,97,10,63,170
"York","199303","Edgehill",5335,3320,1642,31,173,19,85,65,126,40,98,264
"York","199401","Harwoods Mill",5111,4552,207,34,252,11,29,26,87,12,32,131
"York","199402","Dare",6953,5986,454,40,312,7,110,44,134,2,113,249
"York","199501","Tabb",3573,3033,262,32,200,4,17,25,77,5,15,97
"York","199502","Bethel",9439,6697,1553,73,812,21,161,122,251,40,178,469
"Alexandria","510101","Ladley Senior Building",2733,2093,478,8,90,2,40,22,98,8,34,140
"Alexandria","510102","City Hall",3021,2677,221,12,72,0,33,6,89,6,30,125
"Alexandria","510103","Lyles Crouch School",3040,2677,147,36,116,12,30,22,92,7,34,133
"Alexandria","510104","Durant Center",4501,3361,850,26,169,12,62,21,182,11,70,263
"Alexandria","510105","Lee Center",6840,4825,1369,42,442,13,97,52,285,29,97,411
"Alexandria","510106","Cora Kelley Center",8727,4657,1938,116,340,2,1570,104,1112,106,1668,2886
"Alexandria","510107","Mt. Vernon Recreation Center",7516,4550,832,101,301,10,1661,61,1061,56,1761,2878
"Alexandria","510108","George Washington Middle School",3959,3041,295,34,115,1,457,16,273,14,468,755
"Alexandria","510109","Fire Department Headquarters",5094,3330,1317,29,213,7,158,40,228,30,155,413
"Alexandria","510201","Maury School",3602,3240,190,17,136,1,10,8,91,2,24,117
"Alexandria","510202","George Mason School",3546,3238,103,14,109,2,69,11,84,1,76,161
"Alexandria","510203","Agudas Achim Synagogue",3652,3004,247,16,186,14,158,27,172,21,162,355
"Alexandria","510204","Blessed Sacrament Church",3402,2962,231,26,131,1,37,14,104,7,30,141
"Alexandria","510205","Douglas Macarthur School",5136,3850,718,34,271,3,227,33,246,19,232,497
"Alexandria","510206","Chinquapin Park Recreation Center",4550,3124,802,26,280,5,281,32,256,32,301,589
"Alexandria","510207","Temple Beth El Synagogue",5405,3289,1088,23,481,13,455,56,357,39,501,897
"Alexandria","510208","Nova Arts Center",6471,3572,1615,33,830,8,345,68,461,38,336,835
"Alexandria","510209","James K. Polk School",7182,3533,2282,59,632,4,602,70,617,61,629,1307
"Alexandria","510210","St. James Church",2844,2087,369,28,222,4,105,29,210,15,112,337
"Alexandria","510302","Patrick Henry Rec Center",5072,2336,1937,43,418,8,287,43,414,58,287,759
"Alexandria","510303","Charles E. Beatley Library",5689,2680,1931,44,623,1,307,103,456,40,315,811
"Alexandria","510304","Samuel Tucker School",8854,3629,3522,60,759,22,748,114,792,103,775,1670
"Alexandria","510305","John Adams School",9763,3743,3626,36,974,25,1201,158,863,81,1206,2150
"Alexandria","510306","William Ramsey School",9184,3265,3330,38,928,6,1507,110,1117,70,1512,2699
"Alexandria","510307","South Port",5351,2836,1490,22,504,2,405,92,368,47,414,829
"Alexandria","510308","Cameron Station Community Center",4832,3587,575,38,513,11,71,37,280,10,76,366
"Bedford City","515001","Ward One",3226,2722,450,7,25,1,17,4,49,5,14,68
"Bedford City","515002","Ward Two",2996,2033,880,20,21,2,25,15,35,7,24,66
"Bristol","520001","Ward 1",3853,3552,226,19,17,1,29,9,37,3,21,61
"Bristol","520002","Ward 2",4276,3906,261,29,44,2,22,12,20,2,19,41
"Bristol","520003","Ward 3",4226,3549,565,43,21,1,22,25,41,10,21,72
"Bristol","520041","Ward 4 Part 1",5480,5207,135,24,65,2,38,9,17,0,30,47
"Bristol","520042","Ward 4 Part 2",0,0,0,0,0,0,0,0,0,0,0,0
"Buena Vista","530001","First Ward",3405,3146,154,66,15,3,14,7,26,0,15,41
"Buena Vista","530002","Second Ward",3245,2904,228,47,28,12,17,9,42,2,18,62
"Charlottesville","540101","Recreation",6208,5018,787,51,215,4,113,20,187,9,116,312
"Charlottesville","540102","Clark",4673,3521,819,37,103,3,159,31,171,6,168,345
"Charlottesville","540201","Carver",3056,1666,1220,15,112,1,27,15,55,21,31,107
"Charlottesville","540202","Walker",3800,3088,349,30,239,1,84,9,58,5,81,144
"Charlottesville","540301","Benjamin Tonsler",4575,1849,2401,26,162,1,94,42,109,17,107,233
"Charlottesville","540302","Jefferson Park",6421,4199,1686,26,285,3,193,29,175,17,192,384
"Charlottesville","540401","Venable",9495,7316,1140,46,808,5,133,47,265,19,136,420
"Charlottesville","540402","Alumni Hall Part 2",896,693,46,1,136,0,17,3,21,1,12,34
"Charlottesville","540402","Alumni Hall Part 1",4351,2681,383,16,1168,5,58,40,163,19,62,244
"Chesapeake","550001","Great Bridge",5006,3635,1144,27,114,14,42,30,95,21,61,177
"Chesapeake","550002","Bethel",4068,3639,271,42,56,12,27,21,116,10,35,161
"Chesapeake","550003","Camelot",6479,1356,4821,25,101,2,99,75,53,60,105,218
"Chesapeake","550004","Churchland",3403,2891,313,12,142,4,33,8,53,7,33,93
"Chesapeake","550005","Crestwood",4095,677,3166,6,124,8,54,60,75,30,54,159
"Chesapeake","550006","Deep Creek",6138,3902,1836,42,239,10,79,30,166,24,100,290
"Chesapeake","550007","Greenbrier",4018,3039,658,40,225,0,30,26,124,15,53,192
"Chesapeake","550008","South Norfolk Recreation",4943,3006,1438,52,92,8,322,25,187,67,342,596
"Chesapeake","550009","Bells Mill",5425,4511,593,46,215,8,29,23,135,7,32,174
"Chesapeake","550010","Oscar Smith School",2449,1735,560,40,55,1,33,25,59,6,55,120
"Chesapeake","550011","Geneva Park",5490,3452,1578,93,94,3,230,40,215,26,259,500
"Chesapeake","550012","Georgetown",5445,1543,3593,37,156,0,51,65,96,55,63,214
"Chesapeake","550013","Gilmerton",3544,2494,874,28,96,5,30,17,97,17,31,145
"Chesapeake","550014","Grassfield",978,807,131,6,18,2,5,9,18,0,3,21
"Chesapeake","550015","B. M. Williams School",3576,2190,1088,24,173,4,63,34,83,37,78,198
"Chesapeake","550016","Hickory Grove",5536,4780,417,47,232,4,25,31,131,11,38,180
"Chesapeake","550017","Indian Creek",3780,2251,1443,21,42,4,13,6,54,3,15,72
"Chesapeake","550018","Indian River",4165,1909,1885,61,126,18,124,42,128,50,158,336
"Chesapeake","550019","Jolliff One",2057,1802,170,13,46,0,20,6,32,5,12,49
"Chesapeake","550020","E. W. Chittum School",3759,2646,866,31,189,3,12,12,60,13,20,93
"Chesapeake","550021","Fellowship",3090,2482,456,28,71,0,31,22,47,13,43,103
"Chesapeake","550022","Norfolk Highlands",3001,2393,437,25,66,4,60,16,58,16,61,135
"Chesapeake","550023","Oak Grove",7400,4624,2103,51,427,8,126,61,171,38,162,371
"Chesapeake","550024","Oaklette",4834,2254,2312,34,88,14,101,31,91,37,112,240
"Chesapeake","550025","St. Julians",970,894,44,2,27,2,1,0,12,1,1,14
"Chesapeake","550026","Johnson Park",2758,1237,1313,25,63,5,82,33,46,38,94,178
"Chesapeake","550027","Silverwood",4374,3345,722,24,210,12,27,34,62,17,39,118
"Chesapeake","550028","Sunray I",418,361,36,9,1,1,9,1,1,1,5,7
"Chesapeake","550029","Tanglewood",3198,2779,257,36,83,8,20,15,66,11,27,104
"Chesapeake","550030","South Norfolk",2116,163,1901,2,7,0,34,9,19,11,34,64
"Chesapeake","550031","Carver School",5901,1888,3696,41,54,12,140,70,118,49,172,339
"Chesapeake","550032","Providence",5727,563,4970,21,37,0,55,81,41,64,82,187
"Chesapeake","550033","Westover",2913,2170,517,35,85,0,86,20,65,29,106,200
"Chesapeake","550034","Hickory Middle School",6625,5785,398,53,319,13,39,18,197,7,47,251
"Chesapeake","550035","Taylor Road",6590,2681,3335,45,279,18,113,119,95,35,138,268
"Chesapeake","550036","Great Bridge Baptist Church",7079,5920,653,47,337,17,70,35,152,19,84,255
"Chesapeake","550037","Bridgetown",6061,5290,480,42,202,17,16,14,109,9,18,136
"Chesapeake","550038","Bailey Creek",2167,1901,165,31,47,0,11,12,26,1,10,37
"Chesapeake","550039","Lake Drummond",1427,1207,139,26,31,0,16,8,20,0,13,33
"Chesapeake","550040","River Birch",6839,4350,1797,58,438,3,110,83,161,40,114,315
"Chesapeake","550041","John T. West",5912,3480,1983,37,261,9,68,74,151,31,101,283
"Chesapeake","550042","Parkways",7124,3638,2539,44,660,8,129,106,169,64,160,393
"Chesapeake","550043","Pleasant Crossing",6364,5762,356,38,148,11,33,16,119,3,42,164
"Chesapeake","550044","Nansemond",2322,1392,686,10,189,6,21,18,34,15,22,71
"Chesapeake","550045","Sunray Ii",1323,627,564,9,19,0,94,10,5,4,96,105
"Chesapeake","550046","Bells Mill Ii",3306,2552,560,19,103,1,39,32,81,25,42,148
"Chesapeake","550047","Green Sea",3630,3276,192,23,101,1,22,15,77,8,29,114
"Chesapeake","550048","Joliff Middle School",4862,645,3925,45,95,4,61,87,49,57,74,180
"Chesapeake","550049","Waterway",5030,3417,956,32,530,10,40,45,143,23,61,227
"Chesapeake","550050","River Walk",3852,2220,1272,29,216,3,74,38,85,24,77,186
"Chesapeake","550051","Coopers Way",4242,3764,295,24,123,8,14,14,123,7,37,167
"Chesapeake","550052","Shipyard Road",3544,1809,1410,23,215,3,43,41,82,13,38,133
"Chesapeake","550053","Fairways",2856,1878,723,27,135,3,53,37,109,13,70,192
"Colonial Heights","570001","First",3080,2335,584,30,66,7,48,10,31,11,48,90
"Colonial Heights","570002","Second",3289,2826,293,29,59,3,58,21,50,6,62,118
"Colonial Heights","570003","Third",3193,2581,349,14,172,5,56,16,69,11,67,147
"Colonial Heights","570004","Fourth",4681,3753,580,16,218,2,88,24,106,18,95,219
"Colonial Heights","570005","Fifth",3168,2831,102,21,157,4,37,16,50,8,42,100
"Covington","580101","Precinct 1-1",1289,1080,174,7,10,0,12,6,19,0,7,26
"Covington","580201","Precinct 2-1",1311,1117,164,5,11,0,7,7,14,1,9,24
"Covington","580301","Precinct 3-1",1018,588,387,5,18,0,10,10,18,4,10,32
"Covington","580401","Precinct 4-1",1174,1127,33,7,1,2,3,1,5,0,2,7
"Covington","580501","Precinct 5-1",1169,1102,51,10,3,0,2,1,3,0,0,3
"Danville","590001","Ward One",1177,130,1033,3,0,0,8,3,3,1,8,12
"Danville","590002","Ward Two",1669,839,779,16,23,0,3,9,9,6,6,21
"Danville","590003","Ward Three",1287,165,1097,2,9,0,8,6,9,1,8,18
"Danville","590004","Ward Four",4971,2831,1917,27,21,0,161,14,75,10,159,244
"Danville","590005","Ward Five",1588,1110,445,5,13,6,6,3,26,2,6,34
"Danville","590006","Ward Six",1944,493,1432,4,1,0,9,5,5,6,10,21
"Danville","590007","Ward Seven",3306,772,2466,18,5,5,17,23,28,6,21,55
"Danville","590008","Ward Eight",2211,1039,1133,11,14,0,8,6,26,7,13,46
"Danville","590009","Ward Nine",2375,1149,1067,10,29,0,102,18,37,3,118,158
"Danville","590010","Ward Ten",2552,1446,1021,3,53,1,27,1,36,6,26,68
"Danville","590011","Ward Eleven",3611,1389,2063,7,71,0,58,23,43,10,55,108
"Danville","590012","Ward Twelve",3286,1571,1645,12,22,0,22,14,8,8,16,32
"Danville","590013","Ward Thirteen",3337,1442,1790,9,37,0,50,9,17,6,57,80
"Danville","590014","Ward Fourteen",615,19,588,3,0,0,4,1,1,2,4,7
"Danville","590015","Ward Fifteen",3324,1953,1217,22,48,1,74,9,40,6,75,121
"Danville","590016","Ward Sixteen",3390,2257,941,10,35,0,141,6,39,0,138,177
"Danville","590017","Ward Seventeen",2412,1926,388,5,64,0,25,4,22,0,21,43
"Emporia","595101","Precinct 1-1",901,177,710,2,0,1,6,5,7,5,9,21
"Emporia","595201","Precinct 2-1",791,159,615,1,4,0,8,4,2,2,4,8
"Emporia","595301","Precinct 3-1",789,410,361,2,2,1,9,4,6,2,12,20
"Emporia","595401","Precinct 4-1",1004,442,515,0,15,3,13,16,1,3,15,19
"Emporia","595501","Precinct 5-1",771,20,720,5,7,0,18,1,0,8,18,26
"Emporia","595601","District 6",829,475,311,8,15,0,20,0,7,1,27,35
"Emporia","595701","District 7",842,254,515,4,2,0,59,8,66,4,63,133
"Fairfax City","600001","One",3715,2564,205,33,483,4,389,37,336,9,423,768
"Fairfax City","600002","Two",3503,2464,176,42,508,2,298,13,276,6,327,609
"Fairfax City","600003","Three",4848,3196,282,43,1091,2,183,51,373,14,206,593
"Fairfax City","600004","Four",3476,2760,129,13,411,3,145,15,205,10,153,368
"Fairfax City","600005","Five",3272,2293,167,20,578,0,191,23,311,5,197,513
"Fairfax City","600006","Six",3751,2429,232,46,695,7,304,38,356,13,336,705
"Falls Church","610001","First Ward",3426,2633,211,28,408,2,110,34,208,2,126,336
"Falls Church","610002","Second Ward",2609,2054,114,14,362,1,55,9,139,4,69,212
"Falls Church","610003","Third Ward",2000,1576,121,7,209,1,77,9,219,4,86,309
"Falls Church","610004","Fourth Ward",2394,1980,105,8,265,3,18,15,105,4,23,132
"Falls Church","610005","Fifth Ward",1903,1610,43,8,201,1,28,12,89,0,31,120
"Franklin City","620101","Precinct 1-1",1326,1103,175,2,20,0,21,5,3,1,21,25
"Franklin City","620201","Precinct 2-1",1685,1132,467,19,33,4,8,22,18,0,8,26
"Franklin City","620301","Precinct 3-1",1308,96,1192,6,5,0,1,8,2,2,3,7
"Franklin City","620401","Precinct 4-1",1518,143,1355,3,0,0,11,6,5,3,7,15
"Franklin City","620501","Precinct 5-1",1334,71,1245,6,0,0,1,11,0,7,0,7
"Franklin City","620601","Precinct 6-1",1411,835,511,9,14,0,32,10,19,4,38,61
"Fredericksburg","630101","District 1",8319,4826,2284,68,372,10,647,112,338,120,683,1141
"Fredericksburg","630201","District 2",5085,4299,488,29,168,5,71,25,95,4,64,163
"Fredericksburg","630301","District 3",5494,4137,797,43,155,6,312,44,178,29,314,521
"Fredericksburg","630401","District 4",2221,924,706,31,102,0,421,37,139,6,448,593
"Fredericksburg","630402","District 4-Precinct 2",3167,1410,1563,18,66,1,72,37,86,21,82,189
"Galax","640001","East",3763,3017,375,17,20,4,292,38,441,28,322,791
"Galax","640002","North",1625,1489,85,3,15,1,30,2,51,5,30,86
"Galax","640003","South",1654,1538,36,6,6,4,58,6,51,1,60,112
"Hampton","650101","Aberdeen",3526,754,2527,24,72,0,80,69,25,28,103,156
"Hampton","650102","Bassette",4164,427,3553,25,66,1,34,58,25,46,37,108
"Hampton","650103","City Hall",4423,937,3301,45,26,5,41,68,66,68,66,200
"Hampton","650104","Cooper",7609,2296,4750,41,210,8,171,133,168,115,195,478
"Hampton","650105","East Hampton",5066,1073,3764,30,56,5,36,102,41,112,53,206
"Hampton","650106","Armstrong",4219,2192,1781,43,103,6,40,54,81,46,62,189
"Hampton","650107","Lindsay",3291,886,2173,15,107,4,42,64,28,27,52,107
"Hampton","650108","Thomas",6956,1283,5262,56,89,7,145,114,86,105,165,356
"Hampton","650109","Phenix",5254,535,4446,48,79,5,29,112,50,63,62,175
"Hampton","650110","Phoebus",1430,754,606,12,26,2,23,7,38,11,21,70
"Hampton","650111","Hampton Library",1518,993,452,19,19,1,11,23,36,11,15,62
"Hampton","650112","Smith",6337,2496,3513,44,111,13,81,79,71,62,92,225
"Hampton","650113","Syms",2026,1466,383,17,119,2,24,15,36,12,22,70
"Hampton","650115","Wythe",2330,1784,448,19,24,1,23,31,47,11,31,89
"Hampton","650116","Jones",2680,1012,1497,22,89,2,33,25,63,42,39,144
"Hampton","650117","Kecoughtan",4781,1701,2641,50,155,1,74,159,84,59,115,258
"Hampton","650118","Mallory",4998,852,3920,24,72,2,60,68,37,23,61,121
"Hampton","650201","Booker",5030,3410,1287,46,131,9,104,43,117,39,125,281
"Hampton","650202","Bryan",5385,3660,1338,65,74,15,161,72,162,16,182,360
"Hampton","650203","Burbank",5161,3251,1469,40,212,19,106,64,161,47,111,319
"Hampton","650204","Forrest",4095,1751,1996,30,189,7,54,68,85,58,68,211
"Hampton","650205","Asbury",5988,4750,955,54,129,5,46,49,96,20,60,176
"Hampton","650208","Kraft",6678,3647,2613,48,173,26,68,103,125,54,92,271
"Hampton","650209","Langley",4760,2817,1616,39,142,9,66,71,98,18,74,190
"Hampton","650210","Machen",7507,2669,4094,64,373,20,149,138,115,96,186,397
"Hampton","650212","Bethel",5348,2152,2706,27,315,4,59,85,87,58,68,213
"Hampton","650213","Phillips",5876,4177,1299,41,206,2,104,47,116,57,106,279
"Hampton","650214","Tucker Capps",6256,3121,2745,41,135,12,115,87,123,47,110,280
"Hampton","650215","Tyler",1764,418,1212,27,35,5,20,47,12,31,31,74
"Hampton","650216","Sandy Bottom",2980,1378,1346,11,150,2,49,44,80,39,57,176
"Harrisonburg","660101","Northeast",9638,6253,1261,76,343,11,1617,77,1046,80,1657,2783
"Harrisonburg","660102","East Central",9364,7861,483,39,500,40,410,31,308,19,429,756
"Harrisonburg","660103","Southeast",11969,10258,537,40,624,14,445,51,481,28,458,967
"Harrisonburg","660201","Northwest",8921,6997,682,38,258,3,891,52,508,58,926,1492
"Harrisonburg","660202","Southwest",9022,7002,565,49,401,5,957,43,637,58,972,1667
"Hopewell","670101","Ward 1",3226,2206,833,30,32,2,104,19,111,28,114,253
"Hopewell","670201","Ward 2",3590,863,2540,28,25,3,82,49,50,18,77,145
"Hopewell","670301","Ward 3",3047,2396,448,25,32,0,119,27,73,14,127,214
"Hopewell","670401","Ward 4",3604,2335,1077,17,80,6,72,17,73,9,79,161
"Hopewell","670501","Ward 5",3253,2374,639,25,33,8,145,29,46,25,160,231
"Hopewell","670601","Ward 6",2929,896,1869,16,26,5,95,22,83,31,105,219
"Hopewell","670701","Ward 7",2942,1445,1270,20,43,6,138,20,74,37,146,257
"Lexington","678001","Lexington",7042,6003,717,28,195,4,67,28,196,15,60,271
"Lynchburg","680101","First Ward First Precinct",7491,4782,2172,31,256,3,184,63,114,25,168,307
"Lynchburg","680102","First Ward Second Precinct",3815,3464,183,18,121,0,15,14,58,1,10,69
"Lynchburg","680103","First Ward Third Precinct",2942,2819,95,4,15,1,5,3,9,1,6,16
"Lynchburg","680104","First Ward Fourth Precinct",2133,1573,458,12,50,4,21,15,48,4,25,77
"Lynchburg","680105","First Ward Fifth Precinct",2100,1834,216,3,19,0,24,4,22,0,22,44
"Lynchburg","680201","Second Ward First Precinct",7596,2252,5114,50,49,9,66,56,58,43,83,184
"Lynchburg","680202","Second Ward Second Precinct",5142,1216,3795,25,17,1,48,40,25,13,54,92
"Lynchburg","680203","Second Ward Third Precinct",2429,515,1846,22,3,0,11,32,27,11,22,60
"Lynchburg","680301","Third Ward First Precinct",3686,2085,1424,24,48,6,66,33,61,14,57,132
"Lynchburg","680302","Third Ward Second Precinct",2024,1177,785,15,25,0,10,12,32,5,9,46
"Lynchburg","680303","Third Ward Third Precinct",2987,2189,670,10,88,1,19,10,59,6,21,86
"Lynchburg","680304","Third Ward Fourth Precinct",9107,7169,1385,59,290,10,163,31,200,15,129,344
"Lynchburg","680305","Third Ward Fifth Precinct",4325,3064,693,21,383,4,131,29,83,6,126,215
"Lynchburg","680401","Fourth Ward First Precinct",6017,4558,1031,48,263,8,80,29,103,12,84,199
"Lynchburg","680402","Fourth Ward Second Precinct",2379,1747,499,10,61,0,41,21,45,2,38,85
"Lynchburg","680403","Fourth Ward Third Precinct",6724,4988,1266,50,276,2,120,22,99,7,112,218
"Lynchburg","680404","Fourth Ward Fourth Precinct",4671,3242,1240,15,64,0,85,25,57,4,65,126
"Manassas","683001","Dean",6963,4848,940,76,487,15,527,70,451,55,569,1075
"Manassas","683002","Weems",6941,4334,888,49,283,6,1286,95,1148,59,1348,2555
"Manassas","683003","Metz",6469,4301,816,52,427,11,828,34,851,31,842,1724
"Manassas","683004","Haydon",7755,4634,1176,43,568,12,1235,87,922,61,1269,2252
"Manassas","683005","Baldwin",9693,5219,1860,101,335,19,2066,93,1970,164,2136,4270
"Manassas Park","685001","Precinct One",7898,4439,1042,60,777,4,1486,90,1072,57,1529,2658
"Manassas Park","685002","Precinct Two",6375,3546,977,34,653,19,1070,76,843,39,1105,1987
