"Precinct
Number","Precinct Name","Vap","Vap
White","Vap
Black","Vap
Am. Ind","Vap
Asian","Vap
HawPI","Vap
Other","Vap
Multi","Vap
Hisp","Vap
HispW","Vap
HispB","Vap
HispO"
"710412","Ingleside*",2651,627,1956,9,22,3,20,14,39,11,11,17
"710413","Poplar Halls*",3918,1396,2326,28,86,1,57,24,144,57,19,68
"710414","Young Park*",3313,37,3241,10,2,1,3,19,27,1,21,5
"710501","Bayview School*",4205,3195,760,45,89,11,84,21,164,78,13,73
"710502","Bayview United*",2511,2123,263,21,59,4,26,15,56,20,10,26
"710503","East Ocean View*",4421,2646,1420,57,94,19,115,70,176,65,17,94
"710504","Larrymore*",3304,1961,994,17,199,4,94,35,191,76,19,96
"710505","Little Creek",2747,2050,461,33,143,1,48,11,75,32,2,41
"710507","Ocean View School",6543,5041,959,95,198,8,196,46,339,127,37,175
"710508","Oceanair*",2076,1202,685,35,58,9,59,28,126,51,16,59
"710509","Tarrallton",3428,2911,244,37,167,1,46,22,109,60,2,47
"710510","Third Presbyterian*",1148,995,96,6,30,0,13,8,46,29,1,16
"7103111","Sherwood Rec Center Part 1",43,4,38,0,0,0,1,0,1,0,0,1
"7103112","Sherwood Rec Center Part 2",3619,2023,1286,19,203,5,53,30,107,34,20,53
"7105061","Ocean View Center Part 1",3295,2389,672,43,79,4,85,23,148,56,7,85
"7105062","Ocean View Center Part 2",669,540,60,9,32,0,24,4,35,11,2,22
"720001","East",1838,1675,131,6,16,4,6,0,6,5,0,1
"720002","West",1216,1163,32,3,17,0,0,1,13,11,2,0
"730101","First Ward First Precinct",1935,227,1686,6,3,1,3,9,14,1,11,2
"730102","First Ward Second Precinct",1670,559,1052,10,28,2,11,8,49,32,4,13
"730201","Second Ward First Precinct*",2795,777,1944,8,36,0,21,9,33,8,8,17
"730202","Second Ward Second Precinct*",1765,602,1091,5,47,1,11,8,25,13,3,9
"730301","Third Ward First Precinct",2267,639,1573,5,17,1,14,18,34,15,10,9
"730302","Third Ward Second Precinct*",1614,784,801,1,17,0,9,2,18,5,5,8
"730402","Fourth Ward First Precinct*",2676,653,1958,18,19,3,13,12,42,11,13,18
"730403","Fourth Ward Second Precinct*",1326,414,894,2,5,0,8,3,13,4,1,8
"730501","Fifth Ward First Precinct*",1379,22,1337,2,8,0,4,6,4,0,2,2
"730502","Fifth Ward Second Precinct*",996,38,943,4,9,0,1,1,1,0,1,0
"730601","Sixth Ward First Precinct*",1397,6,1386,1,1,0,2,1,10,0,8,2
"730602","Sixth Ward Second Precinct*",1829,153,1653,5,2,0,10,6,28,2,13,13
"730701","Seventh Ward First Precinct*",2949,444,2434,15,19,0,23,14,49,8,17,24
"730702","Seventh Ward Second Precinct",658,223,414,2,12,2,1,4,6,6,0,0
"735001","Central*",3097,2964,19,27,68,3,15,1,43,30,0,13
"735002","Eastern*",2810,2740,11,17,38,1,3,0,18,16,0,2
"735003","Western*",2557,2463,28,9,42,1,6,8,14,9,0,5
"740001","One*",3053,1820,1116,27,46,5,21,18,71,45,6,20
"740005","Five*",2147,66,2061,2,1,0,4,13,10,1,6,3
"740007","Seven",2120,740,1284,18,24,0,28,26,59,18,7,34
"740009","Nine",1722,683,974,13,17,0,19,16,25,3,2,20
"740010","Ten*",1565,1137,381,26,13,1,4,3,22,11,2,9
"740011","Eleven*",1914,30,1859,4,1,0,1,19,8,0,5,3
"740013","Thirteen*",1818,33,1757,8,2,0,1,17,10,1,5,4
"740014","Fourteen*",2450,153,2256,7,13,0,8,13,14,1,6,7
"740016","Sixteen*",2217,1533,590,32,29,1,23,9,44,21,8,15
"740017","Seventeen*",3353,1924,1295,42,31,2,47,12,65,15,12,38
"740019","Nineteen*",1403,1039,326,16,8,3,5,6,21,8,3,10
"740020","Twenty*",2462,802,1615,19,7,1,3,15,21,13,6,2
"740021","Twenty-One*",1762,124,1605,11,0,2,9,11,14,2,6,6
"740022","Twenty-Two*",2335,1629,637,23,18,1,19,8,27,9,1,17
"740023","Twenty-Three*",2180,1982,126,25,29,3,10,5,15,8,0,7
"740024","Twenty-Four*",1825,1075,696,22,15,0,7,10,15,9,1,5
"740025","Twenty-Five*",1845,1505,299,10,18,1,6,6,20,14,0,6
"740026","Twenty-Six*",2124,11,2089,6,3,0,2,13,12,0,10,2
"740027","Twenty-Seven*",3226,146,3019,25,4,5,6,21,31,5,18,8
"740028","Twenty-Eight*",2662,45,2599,5,1,0,1,11,2,0,1,1
"740029","Twenty-Nine*",1439,1319,76,11,18,6,5,4,11,6,0,5
"740030","Thirty*",2042,1920,65,30,14,1,8,4,16,12,0,4
"740031","Thirty-One*",3424,2098,1241,32,29,5,14,5,35,19,5,11
"740032","Thirty-Two*",1566,1293,235,14,16,0,7,1,15,8,1,6
"740033","Thirty-Three*",1390,1351,11,7,12,0,8,1,15,7,0,8
"740034","Thirty-Four*",1807,1628,129,8,20,5,8,9,15,10,0,5
"740035","Thirty-Five",2326,1880,370,12,36,5,21,2,41,21,2,18
"740036","Thirty-Six",5633,3855,1450,61,132,27,74,34,268,160,31,77
"740099","Thirty-Seven/Thirty-Eight",10901,4994,5440,71,184,9,132,71,262,75,64,123
"750001","East*",8893,7913,621,42,196,3,83,35,138,67,4,67
"750099","West One (2)/West Two (3)",4917,4394,443,25,28,2,7,18,25,18,1,6
"760101","101",4289,3972,178,3,49,4,39,44,70,42,0,28
"760102","102",1042,1014,20,0,2,0,5,1,13,10,0,3
"760103","103*",1601,1364,207,4,13,0,7,6,19,7,0,12
"760104","104*",1062,1036,15,0,4,0,6,1,12,12,0,0
"760105","105*",1886,1812,36,7,24,1,3,3,20,17,0,3
"760106","106",1483,1468,11,0,4,0,0,0,1,1,0,0
"760111","111*",1716,1611,55,6,33,0,7,4,24,17,1,6
"760112","112*",1440,1352,54,10,18,0,6,0,14,10,0,4
"760113","113*",2350,2089,136,20,58,1,25,21,56,35,2,19
"760114","114*",3152,2891,137,22,58,2,26,16,65,40,1,24
"760203","203*",1816,1323,424,11,43,3,9,3,14,6,0,8
"760204","204*",2808,2306,370,14,77,1,25,15,59,39,3,17
"760206","206*",2095,1488,412,16,131,1,30,17,44,25,2,17
"760207","207*",2875,2642,132,17,60,1,16,7,49,33,2,14
"760208","208*",3183,2788,172,16,156,0,38,13,65,43,5,17
"760211","211*",3510,1805,1148,17,438,4,73,25,82,47,6,29
"760212","212*",1290,20,1255,5,0,1,3,6,10,0,9,1
"760213","213",1717,358,1306,6,10,2,13,22,20,9,3,8
"760301","301*",2032,126,1858,8,6,0,16,18,25,6,9,10
"760302","302*",1815,372,1405,9,5,0,10,14,13,7,2,4
"760303","303*",1370,31,1329,5,1,0,1,3,5,1,4,0
"760304","304*",2630,36,2558,3,0,3,4,26,15,3,11,1
"760305","305*",2097,101,1951,11,11,0,9,14,19,4,7,8
"760306","306*",1591,44,1502,2,20,0,6,17,23,1,17,5
"760307","307*",1858,1223,597,9,11,2,6,10,17,9,3,5
"760308","308*",1948,1385,521,7,14,1,12,8,22,11,1,10
"760309","309*",1456,1319,120,1,12,0,2,2,11,10,0,1
"760402","402*",1935,1807,87,5,22,3,10,1,14,5,2,7
"760403","403*",1440,992,408,9,11,1,11,8,11,1,1,9
"760404","404*",2778,1841,835,8,60,2,18,14,49,22,7,20
"760409","409*",2993,2450,498,7,26,0,9,3,19,13,1,5
"760410","410*",3694,2279,1156,10,75,2,144,28,166,24,5,137
"760411","411*",832,713,98,3,15,0,1,2,4,3,0,1
"760412","412*",3132,1673,1301,27,65,2,34,30,59,24,6,29
"760413","413*",1935,1684,208,9,14,2,10,8,13,5,0,8
"760501","501*",2332,1075,1154,20,58,2,10,13,22,14,0,8
"760502","502*",960,535,376,9,15,2,19,4,31,14,3,14
"760503","503*",2816,468,2299,8,5,0,7,29,21,9,9,3
"760504","504*",2811,1037,1658,12,49,0,44,11,71,33,5,33
"760505","505*",1624,1091,389,11,79,4,44,6,56,15,2,39
"760508","508*",1370,993,279,6,50,0,22,20,22,8,0,14
"760509","509*",2683,446,2094,5,13,3,95,27,116,11,6,99
"760510","510*",2997,521,2388,7,11,0,53,17,66,11,3,52
"760602","602*",1394,9,1372,1,2,0,6,4,9,1,6,2
"760603","603*",2349,55,2247,2,6,1,21,17,29,5,8,16
"760604","604*",2016,64,1938,2,1,0,6,5,13,6,2,5
"760606","606*",2515,56,2433,8,1,0,7,10,23,1,16,6
"760607","607",988,456,418,12,80,0,13,9,27,10,9,8
"760608","608*",2773,144,2611,0,1,0,9,8,21,3,10,8
"760609","609",1972,259,1678,3,9,1,11,11,22,1,8,13
"760610","610*",1091,148,914,2,5,1,15,6,23,5,1,17
"760701","701*",2446,11,2402,4,5,0,3,21,21,0,17,4
"760702","702*",1480,8,1444,15,2,0,2,9,10,1,7,2
"760703","703*",1605,40,1552,2,4,0,4,3,7,1,3,3
"760704","704*",1167,13,1145,0,1,0,0,8,3,1,2,0
"760705","705",1789,207,1553,5,4,2,4,14,17,7,7,3
"760706","706",3117,597,2448,14,5,0,31,22,35,3,7,25
"760707","707",3606,1599,1912,16,40,4,13,22,40,15,13,12
"760802","802*",1972,128,1831,2,4,0,3,4,19,1,16,2
"760806","806",1164,368,711,6,8,3,67,1,97,21,7,69
"760807","807*",1265,200,1031,8,4,1,12,9,23,6,4,13
"760810","810*",2663,905,1415,17,70,2,212,42,286,43,24,219
"760811","811*",2144,500,1569,7,37,1,22,8,27,1,8,18
"760812","812*",2836,1153,1599,7,18,1,42,16,81,23,9,49
"760813","813",2355,861,1419,18,14,2,25,16,43,14,5,24
"760902","902*",2529,319,1877,5,11,66,222,29,338,40,6,292
"760903","903*",4334,1291,2652,30,39,7,283,32,325,23,21,281
"760906","906*",2106,324,1367,16,11,0,334,54,419,33,2,384
"760908","908",2055,785,1144,11,39,2,52,22,75,23,11,41
"760909","909*",2154,538,1478,12,40,1,64,21,97,26,11,60
"760910","910*",2849,757,1903,11,49,2,102,25,148,25,21,102
"760911","911",1434,238,1103,6,62,0,18,7,37,10,10,17
"770001","Highland  1",2693,1215,1354,18,25,1,50,30,63,10,9,44
"770002","Highland  2*",2836,2269,429,26,26,6,57,23,81,23,3,55
"770005","Jefferson  1*",4076,3741,202,59,41,4,18,11,49,35,1,13
"770007","Jefferson-Riverdale",2958,2732,135,16,41,1,22,11,30,12,3,15
"770008","Jefferson  2",1730,1606,63,20,23,3,12,3,24,10,1,13
"770009","Tinker*",3928,3509,310,26,47,0,32,4,60,36,1,23
"770010","Williamson Road  1*",2154,1900,164,14,42,0,23,11,42,19,3,20
"770011","Williamson Road  2*",1246,1192,26,4,19,0,5,0,3,2,0,1
"770013","Williamson Road  4",1612,1181,363,8,17,0,32,11,32,9,2,21
"770014","Williamson Road  5",2265,1796,321,10,40,0,83,15,85,34,9,42
"770015","Williamson Road  6",2171,1986,82,10,78,0,13,2,23,10,0,13
"770017","Monterey",2380,2149,143,8,44,0,26,10,37,14,1,22
"770018","Peters Creek*",3888,1973,1782,23,60,0,31,19,23,8,2,13
"770019","Melrose",1914,153,1721,9,5,3,11,12,21,8,6,7
"770020","Eureka Park",1996,54,1924,2,2,1,4,9,14,2,9,3
"770021","Villa Heights",3415,549,2775,21,25,1,17,27,40,11,16,13
"770022","Washington Heights*",5110,2629,2312,16,66,0,37,50,76,25,14,37
"770023","Westside*",1874,819,1010,7,21,1,11,5,15,5,0,10
"770024","Raleigh Court  1",2258,2050,166,11,16,1,10,4,34,24,3,7
"770026","Raleigh Court  2",1515,1407,65,9,19,1,13,1,26,19,4,3
"770027","Raleigh Court  3",1557,1497,32,8,8,1,7,4,9,7,1,1
"770028","Raleigh Court  4",1419,1306,79,6,16,0,10,2,18,14,1,3
"770029","Raleigh Court  5",1283,1255,11,6,6,0,5,0,12,11,0,1
"770030","Wasena",1309,1206,67,10,19,1,6,0,6,5,0,1
"770031","Fishburn Park",1598,1509,46,8,23,2,6,4,18,11,3,4
"770032","Grandin Court",1280,1247,13,5,14,0,1,0,6,5,0,1
"770033","South Roanoke  1",1351,1329,10,3,8,0,1,0,3,2,0,1
"770034","South Roanoke  2",2018,1904,72,3,23,0,16,0,25,10,0,15
"770035","Lee-Hi",3229,3085,99,7,26,1,9,2,23,18,1,4
"770037","Garden City",2935,2765,123,9,33,0,4,1,20,17,2,1
"770099","Williamson Road  3 (12)/Lincoln Terrace (16)",3456,1570,1784,17,39,0,29,17,32,8,6,18
"775001","North Salem  2*",2653,2516,101,10,16,0,8,2,22,12,2,8
"775002","Conehurst*",1525,1286,193,8,24,1,11,2,22,16,0,6
"775003","Beverly Heights*",1125,1103,10,2,8,0,0,2,2,0,2,0
"775004","West Salem*",1590,1548,18,2,16,1,4,1,7,7,0,0
"775005","North Salem  1*",2519,2238,249,11,15,0,6,0,20,16,0,4
"775006","South Salem  1*",1559,1365,166,6,10,0,11,1,23,17,3,3
"775008","East Salem*",1437,1274,127,10,20,1,2,3,5,4,0,1
"775010","Hidden Valley*",2782,2543,165,7,47,3,12,5,22,12,0,10
"775099","South Salem  2 (7)/South Side Hills (9)",4395,4284,45,13,36,0,7,10,25,23,0,2
"790101","Ward  1*",4736,3579,1066,26,32,1,22,10,45,28,6,11
"790201","Ward  2*",5501,4837,577,25,21,0,28,13,43,23,4,16
"790301","Ward  3*",3178,2916,194,19,17,3,26,3,39,14,2,23
"790401","Ward  4",2618,2358,235,10,4,0,10,1,18,15,0,3
"790501","Ward  5",3091,2508,479,11,35,0,35,23,49,17,8,24
"800101","Yeates",2044,1211,780,19,10,0,13,11,27,13,1,13
"800102","Driver*",3134,2741,277,17,86,1,8,4,30,19,4,7
"800103","Harbour View*",4627,2286,2115,28,108,4,50,36,119,36,30,53
"800201","Ebenezer*",1615,1387,179,11,33,1,4,0,7,3,1,3
"800202","Chuckatuck",1815,1224,568,10,6,2,0,5,3,2,1,0
"800203","King's Fork",4546,3427,1009,29,60,1,15,5,52,29,8,15
"800301","White Marsh",2130,158,1937,14,2,1,2,16,5,0,5,0
"800302","John F. Kennedy",2052,702,1297,16,13,0,16,8,32,15,2,15
"800303","Cypress Chapel*",1166,900,247,12,0,1,2,4,8,5,0,3
"800401","Airport*",3881,872,2975,14,4,1,6,9,23,11,6,6
"800402","Whaleyville*",1232,975,241,8,3,0,2,3,5,1,3,1
"800501","Kilby's Mill*",2814,2485,283,12,18,1,7,8,11,6,2,3
"800502","Holland*",1555,1085,452,10,5,0,1,2,13,12,1,0
"800503","Holy Neck*",1259,669,573,7,1,0,1,8,14,3,8,3
"800601","Lakeside*",3481,2003,1437,10,17,0,6,8,20,11,5,4
"800602","Olde Towne*",1908,851,1029,6,8,0,4,10,20,7,7,6
"800701","Hollywood*",1738,17,1705,3,3,0,7,3,16,0,8,8
"800702","Elephant's Fork*",2452,1607,794,12,18,1,4,16,32,18,8,6
"800703","Nansemond River",1877,857,975,14,9,0,7,15,28,6,16,6
"800704","Lake Meade*",618,427,176,1,9,0,3,2,5,4,0,1
"810001","North Beach*",3119,3047,26,4,27,1,14,0,27,15,1,11
"810002","South Beach*",2690,2293,249,32,50,7,48,11,70,33,3,34
"810004","Linkhorn*",2783,2401,235,26,57,3,44,17,105,56,1,48
"810006","Alanton",3403,3216,121,8,46,3,4,5,36,28,0,8
"810007","Kingston*",2861,2685,87,8,66,1,12,2,50,36,0,14
"810008","London Bridge*",6579,5451,740,43,192,6,122,25,245,125,9,111
"810011","Cape Henry*",4087,3564,358,28,47,6,74,10,131,52,9,70
"810012","Plaza*",6389,4513,1405,62,250,3,124,32,251,110,24,117
"810013","Mt. Trashmore",4502,3412,710,54,253,6,56,11,169,89,18,62
"810014","Malibu*",3258,2559,498,31,95,3,55,17,121,58,15,48
"810015","Old Donation*",4343,3334,697,33,167,11,72,29,154,76,7,71
"810016","Aragona*",5068,3215,1477,48,182,6,87,53,187,70,23,94
"810017","Ocean Park*",4607,4360,91,33,69,5,37,12,75,45,2,28
"810018","Thoroughgood",3346,2891,257,16,126,1,34,21,85,65,3,17
"810019","Lake Smith*",3383,2968,253,25,79,1,44,13,94,51,2,41
"810020","Bayside*",3617,2335,933,27,226,5,65,26,147,68,8,71
"810021","Davis Corner",5519,3365,1678,28,325,4,86,33,184,86,21,77
"810022","Point O' View*",2602,2120,317,18,104,5,30,8,53,22,2,29
"810023","Arrowhead*",3506,2869,445,20,119,2,37,14,65,24,7,34
"810024","Larkspur*",4668,3326,850,39,347,12,77,17,184,83,15,86
"810027","Providence*",3170,2620,255,17,257,2,13,6,72,51,3,18
"810028","Thalia*",6286,4770,1097,54,182,10,126,47,257,131,10,116
"810029","Holland*",5702,3478,1527,68,383,12,169,65,353,135,41,177
"810032","Creeds*",1217,1105,99,8,4,0,0,1,11,10,0,1
"810033","Capps Shop*",1416,1363,28,11,8,0,5,1,5,4,0,1
"810034","Blackwater*",804,652,136,7,5,0,4,0,2,1,0,1
"810035","Courthouse",6279,4727,1115,38,278,8,89,24,232,117,17,98
"810036","Windsor Oaks*",4966,3367,1180,25,284,9,65,36,160,71,20,69
"810037","Chesapeake Beach*",6228,4446,1194,85,193,9,241,60,424,176,16,232
"810038","Witchduck",3134,2919,67,9,122,1,11,5,32,26,1,5
"810039","Pembroke*",4364,3333,693,24,201,4,69,40,161,96,10,55
"810040","Bonney*",5329,4065,889,41,201,2,104,27,215,104,10,101
"810041","College Park*",5301,2565,2373,26,183,3,96,55,208,90,22,96
"810042","Brandon*",5740,3903,947,39,693,8,112,38,215,94,20,101
"810043","Bellamy*",6439,3781,1685,34,741,11,138,49,278,122,20,136
"810044","Centerville*",3701,2679,546,21,399,6,36,14,84,48,11,25
"810045","Timberlake*",2478,1352,669,32,310,5,86,24,137,44,7,86
"810046","Green Run*",7860,4484,2160,57,868,22,196,73,443,220,36,187
"810047","Kings Grant*",3232,3087,58,8,63,0,13,3,38,18,7,13
"810048","Wolfsnare*",3917,3382,364,23,92,6,31,19,122,67,18,37
"810049","Lynnhaven*",6190,5959,46,17,122,2,37,7,89,70,1,18
"810050","Oceana*",7249,4725,1912,82,215,10,249,56,484,197,28,259
"810051","Stratford Chase",5453,4186,626,36,519,7,62,17,111,57,6,48
"810052","Homestead",4036,2715,657,26,560,8,52,18,133,65,9,59
"810053","Shannon",3582,2877,455,37,136,2,48,27,117,61,6,50
"810054","Salem",7169,4415,1572,55,933,9,135,50,376,200,28,148
"810055","Magic Hollow*",6499,4204,1580,62,418,12,162,61,341,145,22,174
"810056","Little Neck*",2494,2293,103,10,63,0,23,2,67,48,2,17
"810057","Sherry Park*",1938,1621,245,13,45,1,8,5,18,11,1,6
"810058","Glenwood*",3475,2146,663,17,569,6,49,25,136,76,8,52
"810059","Meadows*",821,703,27,3,80,0,2,6,10,8,0,2
"810060","Forest*",566,532,15,0,11,1,7,0,11,6,0,5
"810061","Baker",7033,2292,4142,48,239,9,223,80,374,73,66,235
"810062","Landstown*",5406,4000,793,29,468,6,75,35,180,95,13,72
"810064","Rosemont Forest",3924,2539,698,17,607,5,33,25,109,64,14,31
"810065","Colonial*",3980,2117,815,27,916,2,48,55,160,92,9,59
"810066","Hunt*",3548,3011,344,18,123,1,38,13,94,53,5,36
"810067","Eastern Shore*",3443,2590,597,28,82,20,105,21,255,103,42,110
"810068","Hilltop",4637,4016,362,43,90,6,106,14,205,102,12,91
"810069","Shell*",3160,1743,1098,19,242,5,24,29,81,39,10,32
"810070","Strawbridge",2704,2250,283,40,76,7,41,7,107,71,3,33
"810071","Round Hill",4662,2529,1368,29,615,8,86,27,219,117,16,86
"810073","Dahlia*",6211,3459,1862,47,616,13,155,59,331,141,40,150
"810096","Ocean Lakes (3)/Red Wing (30)/Sigma (31)/Culver (63)",22005,18073,2477,199,667,35,414,140,975,507,65,403
"810097","Seatack (5)/Rudee (72)*",7751,5904,1482,81,126,9,105,44,217,111,9,97
"810098","Trantwood (9)/Great Neck (10)*",6429,6086,118,32,157,7,22,7,99,73,5,21
"810099","Woodstock (25)/Fairfield (26)*",6111,5006,736,26,270,3,41,29,93,53,5,35
"820001","Ward A",3368,2854,424,34,12,0,37,7,120,83,1,36
"820002","Ward B",3243,2848,299,21,10,1,49,15,123,72,1,50
"820003","Ward C",4214,3647,455,20,41,0,40,11,92,52,2,38
"820004","Ward D",4031,3764,159,20,37,4,31,16,83,55,0,28
"830001","Stryker*",8277,6705,987,33,455,8,62,27,208,142,5,61
"8300021","Berkeley Part 1",1062,981,40,8,32,0,0,1,15,15,0,0
"8300022","Berkeley Part 2",1511,1198,199,6,78,1,28,1,37,19,0,18
"840101","War Memorial*",2748,2336,302,18,53,3,25,11,54,33,2,19
"840102","South End*",3999,3472,130,20,69,3,294,11,485,183,3,299
"840103","Shawnee*",3530,3106,203,23,116,0,78,4,162,88,1,73
"840201","Friendship*",4851,3604,963,23,43,1,190,27,296,109,6,181
"840202","Library*",3345,3020,193,38,45,1,42,6,84,38,0,46
"1917021","Wallace Part 1*",805,801,2,1,0,1,0,0,4,4,0,0
"1917022","Wallace Part 2*",544,534,0,4,5,0,1,0,3,3,0,0
"1917023","Wallace Part 3*",30,30,0,0,0,0,0,0,0,0,0,0
"685001","Precinct 1*",7099,5299,752,55,337,6,616,34,991,368,25,598
"149201","Bland*",3134,2460,526,13,82,1,35,17,80,41,9,30
"143306","Spring Garden*",930,634,287,2,4,0,2,1,5,3,0,2
"683005","Baldwin*",6977,4195,1290,43,177,1,1212,59,1917,669,34,1214
"670101","Ward 1*",2523,2050,379,23,24,0,42,5,66,26,5,35
,"Totals",5340253,3961442,990156,29037,214114,3862,117602,24040,226840,108288,9288,109264
