"Precinct
Number","Precinct Name","Vap","Vap
White","Vap
Black","Vap
Am. Ind","Vap
Asian","Vap
HawPI","Vap
Other","Vap
Multi","Vap
Hisp","Vap
HispW","Vap
HispB","Vap
HispO"
"047502","Rixeyville*",1593,1475,100,10,4,0,2,2,4,2,0,2
"047601","Mitchells*",1991,984,978,8,8,0,13,0,20,5,2,13
"047602","Pearl Sample*",2542,1958,491,17,34,0,37,5,77,40,0,37
"047702","Brandy Station*",2094,1513,494,13,12,0,60,2,102,39,2,61
"047703","Lignum*",920,686,186,3,16,0,27,2,30,3,0,27
"047704","Richardsville*",443,399,36,5,2,0,1,0,4,3,0,1
"049101","Precinct 1-1*",676,483,182,4,0,0,7,0,9,2,0,7
"049102","Precinct 1-2*",529,298,214,2,2,0,13,0,13,0,0,13
"049201","Precinct 2*",1389,980,389,12,3,0,3,2,10,8,1,1
"049301","Precinct 3*",1455,618,819,3,3,0,9,3,27,12,8,7
"049401","Precinct 4*",1312,927,345,13,13,0,10,4,25,4,3,18
"049501","Precinct 5*",1425,900,505,5,10,0,3,2,14,7,3,4
"051101","South Clintwood*",2730,2712,0,9,4,0,5,0,7,6,0,1
"051201","Nora*",843,833,0,8,1,0,0,1,0,0,0,0
"051202","Frying Pan*",372,370,0,2,0,0,0,0,5,5,0,0
"051203","Clinchco*",1104,1073,29,0,1,0,1,0,10,10,0,0
"051301","West Dante",375,372,2,1,0,0,0,0,3,3,0,0
"051302","Herald",881,878,0,3,0,0,0,0,1,1,0,0
"051303","Ridge",806,803,1,0,0,0,0,2,5,5,0,0
"051304","Longs Fork*",696,695,0,1,0,0,0,0,1,1,0,0
"051401","Colley*",1136,1131,1,2,0,0,2,0,0,0,0,0
"051402","Haysi",1067,1059,3,2,1,0,2,0,10,9,0,1
"051501","Tarpon",647,644,1,1,0,0,1,0,3,3,0,0
"051502","Artrip*",887,874,1,7,1,0,2,2,0,0,0,0
"051503","North Clintwood*",1232,1214,3,8,6,0,0,1,5,5,0,0
"053101","Darvills*",732,619,105,3,2,1,1,1,1,0,0,1
"053102","White Oak*",660,504,145,6,0,0,3,2,3,0,0,3
"053103","Church Road*",1803,1428,354,10,6,0,4,1,7,3,1,3
"053104","Five Forks*",713,559,144,2,2,0,4,2,6,2,0,4
"053201","Rohoic*",1086,748,323,6,3,0,5,1,19,14,0,5
"053202","Chesdin*",2571,1892,633,12,13,1,19,1,24,8,1,15
"053301","Edgehill*",2947,1672,1226,14,20,2,10,3,20,6,6,8
"053302","New Hope*",1950,1461,434,14,17,6,7,11,22,9,3,10
"053401","Dinwiddie*",2376,1261,1096,3,7,1,5,3,14,4,6,4
"053402","Reams*",751,380,355,6,4,0,2,4,6,4,0,2
"053501","Cherry Hill*",751,338,411,0,1,1,0,0,1,1,0,0
"053502","Mckenney*",1197,653,532,2,4,5,1,0,10,2,6,2
"053503","Rocky Run*",1111,602,503,2,2,0,0,2,2,2,0,0
"057101","Greater Tappahannock*",2107,1309,747,3,37,0,5,6,8,3,3,2
"057201","North*",1775,602,1107,36,4,0,17,9,20,1,8,11
"057301","South*",1890,1396,461,18,9,0,1,5,14,9,4,1
"057401","Central*",1926,1352,541,7,14,2,6,4,13,8,3,2
"059102","Bristow*",3822,1822,326,22,1162,6,447,37,683,254,11,418
"059104","Chapel*",2311,2022,42,4,198,3,31,11,125,101,0,24
"059105","Fairview*",4990,3908,258,26,561,5,193,39,365,187,4,174
"059106","Heritage*",6778,3523,502,42,2053,0,586,72,1154,600,14,540
"059108","Kings Park*",3174,2429,120,15,489,6,105,10,225,117,5,103
"059109","Olde Creek*",2404,2030,37,5,281,4,35,12,109,70,0,39
"059110","North Springfield # 1*",1555,1160,47,4,270,5,62,7,111,55,0,56
"059111","North Springfield # 2*",2496,1518,160,15,525,4,250,24,415,181,1,233
"059112","North Springfield # 3*",2101,1515,123,7,335,1,115,5,157,67,0,90
"059113","Oak Hill*",2176,1794,31,13,312,1,22,3,53,33,0,20
"059115","Ravensworth*",1823,1490,29,4,253,1,33,13,81,48,0,33
"059116","Wakefield*",2223,1976,31,5,198,3,10,0,67,61,0,6
"059118","Lake Braddock*",5004,3477,253,33,925,4,284,28,667,383,14,270
"059119","Laurel*",4139,3154,228,15,596,5,118,23,267,159,5,103
"059120","Sideburn*",3006,2627,75,5,257,5,21,16,92,70,0,22
"059121","Villa*",2011,1476,104,25,299,0,83,24,178,94,6,78
"059122","Long Branch*",1597,1340,18,4,225,0,8,2,35,31,0,4
"059123","Robinson*",4694,3546,226,9,760,9,123,21,270,167,5,98
"059124","Olley*",1849,1505,20,6,295,3,14,6,43,33,2,8
"059125","Signal Hill*",3068,2315,103,7,580,0,53,10,126,77,1,48
"059126","Bonnie Brae*",2424,1740,202,14,363,3,83,19,225,135,11,79
"059198","Fairfax A",971,467,461,0,23,0,20,0,154,121,13,20
"059201","Colvin*",2194,1770,69,9,279,0,55,12,48,35,1,12
"059202","Flint Hill",4269,3559,108,17,431,1,135,18,340,256,4,80
"059208","Reston #1*",5269,4063,391,23,587,4,161,40,483,325,8,150
"059209","Reston #2*",3629,2659,338,19,346,2,239,26,373,160,4,209
"059213","Vienna #1",4026,3395,86,22,390,0,113,20,216,142,4,70
"059214","Vienna #2",3046,2641,50,16,289,0,42,8,98,62,2,34
"059216","Vienna #4",1813,1308,27,8,235,1,224,10,369,151,3,215
"059218","Vienna #6*",2159,1681,232,5,206,0,26,9,90,76,1,13
"059219","Westbriar",3544,2780,106,10,529,1,104,14,167,112,3,52
"059220","Dogwood*",5384,2822,821,28,1106,2,548,57,1004,459,17,528
"059221","Hunters Woods*",2487,2274,110,5,76,1,10,11,42,37,0,5
"059222","Reston #3*",2655,1984,220,14,234,1,185,17,336,154,3,179
"059223","Glade*",4027,3271,366,23,239,2,104,22,233,124,10,99
"059224","South Lakes",4417,3898,223,15,193,3,63,22,139,92,5,42
"059225","Terraset*",5504,3538,618,41,777,6,465,59,987,495,28,464
"059226","Wolftrap",3133,2854,33,5,215,0,24,2,97,86,0,11
"059227","Sunrise Valley",1669,1432,64,3,159,0,10,1,48,40,0,8
"059229","Fox Mill*",4193,3535,170,11,401,7,59,10,164,124,3,37
"059233","North Point*",4238,3527,274,18,313,4,85,17,195,136,4,55
"059234","Aldrin*",5279,4557,220,6,435,2,52,7,156,119,4,33
"059299","Floris 203/Frying Pan 235",10282,6636,775,26,2312,7,443,83,844,438,22,384
"059301","Chain Bridge*",3474,2912,53,16,442,1,40,10,154,122,3,29
"059302","Chesterbrook*",2403,2189,39,6,140,0,22,7,56,51,3,2
"059303","Churchill*",1556,1233,10,4,287,0,15,7,49,37,0,12
"059304","Cooper*",3809,3242,33,4,470,3,47,10,113,103,0,10
"059305","El Nido*",2084,1829,48,4,168,0,32,3,73,48,5,20
"059306","Great Falls*",1739,1625,17,2,82,0,12,1,28,24,2,2
"059307","Haycock*",2247,2040,18,6,163,0,16,4,90,77,2,11
"059309","Kenmore*",3248,2538,106,4,525,0,54,21,77,61,2,14
"059310","Kirby",2138,1781,39,3,283,2,25,5,108,96,0,12
"059311","Langley*",2056,1708,30,3,268,3,41,3,60,52,0,8
"059312","Longfellow*",2338,1981,29,6,303,0,15,4,89,71,0,18
"059314","Mclean",2337,1954,36,6,286,0,45,10,93,69,2,22
"059315","Pimmit*",4258,3172,118,31,496,6,402,33,707,345,2,360
"059316","Salona*",2535,2219,79,5,209,0,21,2,87,77,0,10
"059317","Westhampton*",2318,2031,50,3,190,2,35,7,129,97,2,30
"059318","Westmoreland*",1378,1135,17,3,199,0,23,1,60,43,0,17
"059319","Herndon #1*",3030,1962,202,15,460,4,340,47,483,158,6,319
"059320","Herndon #2*",7375,4132,761,57,1120,4,1208,93,1902,692,26,1184
"059321","Clearview*",4012,3275,193,21,417,9,72,25,152,100,0,52
"059322","Forestville",2546,2262,34,7,203,1,27,12,59,48,1,10
"059323","Shouse*",1919,1614,26,3,238,1,33,4,38,24,0,14
"059324","Herndon #3*",5389,3323,490,36,692,1,792,55,1678,883,16,779
"059325","Hutchison*",2746,1480,349,13,454,3,406,41,648,256,9,383
"059326","Stuart*",1289,986,90,5,148,0,50,10,93,45,4,44
"059327","Sugarland*",2879,2276,152,5,358,4,67,17,121,71,0,50
"059328","Hickory*",2783,2385,40,12,312,0,25,9,85,62,2,21
"059329","Seneca",2904,2495,96,1,287,1,14,10,64,53,6,5
"059401","Bush Hill*",3170,2578,244,11,214,4,104,15,194,102,4,88
"059402","Cameron",3649,2884,265,14,252,3,216,15,414,198,5,211
"059404","Franconia*",3889,2792,470,14,473,7,100,33,268,199,7,62
"059405","Groveton",7744,3495,2304,70,709,10,1071,85,1839,719,38,1082
"059408","Mount Eagle*",5544,3337,960,33,578,8,554,74,990,410,24,556
"059409","Pioneer*",5585,3610,575,19,1080,1,277,23,570,292,7,271
"059410","Rose Hill",4815,3362,552,23,596,3,237,42,449,218,14,217
"059411","Virginia Hills",3398,2549,308,12,305,6,193,25,373,196,3,174
"059415","Crestwood*",3373,2305,126,19,480,3,427,13,843,405,12,426
"059417","Garfield*",6145,3518,528,26,1691,6,323,53,621,304,21,296
"059418","Lynbrook*",3247,1670,144,18,758,5,613,39,1005,370,14,621
"059419","Beulah*",6387,4181,881,36,924,9,305,51,675,371,13,291
"059420","Villages*",3932,2862,611,16,318,2,97,26,201,110,7,84
"059421","Kingstowne*",4018,2999,471,17,415,11,72,33,174,101,11,62
"059422","Van Dorn*",3752,2520,548,17,532,6,110,19,237,132,9,96
"059499","Hayfield 406/Woodlawn 412/Fairfield 413",16315,8225,5056,92,1300,32,1400,210,2446,990,64,1392
"059501","Baileys",4582,2366,703,28,616,2,804,63,1489,638,40,811
"059502","Barcroft*",3007,2535,45,20,273,1,115,18,269,158,1,110
"059503","Belvedere*",1718,1465,28,9,121,0,87,8,219,124,6,89
"059505","Glen Forest*",5705,3348,427,28,929,6,873,94,1815,1000,21,794
"059506","Holmes*",6855,2697,401,55,1047,6,2488,161,3697,1120,30,2547
"059507","Lincolnia*",4784,2659,769,12,561,5,713,65,1225,551,15,659
"059508","Masonville*",2276,1721,43,9,330,3,158,12,281,136,0,145
"059510","Parklawn*",2460,1686,82,10,490,1,165,26,306,165,2,139
"059511","Ravenwood*",1675,1442,43,8,150,2,26,4,122,101,0,21
"059512","Sleepy Hollow*",1398,1152,16,2,164,0,61,3,140,80,0,60
"059513","Saint Albans*",2934,2225,219,14,378,1,84,13,216,132,1,83
"059515","Westlawn*",2162,1373,35,14,386,0,338,16,642,288,4,350
"059516","Weyanoke*",4555,1703,1171,12,804,0,728,137,1009,352,16,641
"059517","Willston*",4627,2124,289,32,1091,2,1008,81,2049,1022,11,1016
"059518","Columbia*",4907,2546,383,21,1256,8,642,51,1172,534,19,619
"059519","Hummer*",2097,1512,94,6,415,0,52,18,159,121,2,36
"059520","Skyline",5324,3354,760,23,578,14,499,96,345,243,16,86
"059521","Brook Hill",2859,1952,127,13,534,6,203,24,356,186,1,169
"059522","Camelot*",1386,1253,26,4,85,0,17,1,38,27,0,11
"059523","Poe",2821,1966,189,17,485,11,117,36,310,186,10,114
"059524","Whittier*",3131,1685,156,22,950,5,292,21,503,224,6,273
"059525","Walnut Hill # 1*",1058,621,26,3,325,0,83,0,140,47,6,87
"059526","Bren Mar*",3361,1946,553,28,484,4,274,72,584,326,10,248
"059527","Edsall*",2089,1441,130,9,425,4,74,6,175,100,3,72
"059528","Ridgelea*",1182,964,23,4,174,0,8,9,53,45,0,8
"059601","Belle Haven*",2489,2041,264,9,85,1,74,15,145,70,3,72
"059602","Belleview",2324,2135,81,15,50,2,29,12,91,66,1,24
"059604","Bucknell",5409,2863,1428,39,320,2,692,65,1090,353,52,685
"059605","Fort Hunt*",1969,1859,24,12,63,3,4,4,29,27,0,2
"059606","Hollin Hall",1712,1639,30,11,25,0,6,1,38,30,0,8
"059607","Huntington*",5014,3576,661,34,370,7,338,28,605,259,24,322
"059608","Kirkside",2113,1600,310,8,129,1,47,18,117,69,2,46
"059609","Marlan",2494,2036,262,7,75,3,103,8,186,81,1,104
"059610","Sherwood*",3273,2221,722,21,215,1,63,30,146,79,5,62
"059611","Stratford*",3101,2835,113,12,113,3,23,2,83,64,2,17
"059612","Waynewood*",1328,1273,11,2,31,1,9,1,37,30,0,7
"059613","Westgate*",3035,2771,104,11,104,1,38,6,82,52,2,28
"059614","Whitman*",2082,1878,71,11,98,2,20,2,88,66,3,19
"059615","Woodley*",3027,2106,488,30,217,4,150,32,284,125,6,153
"059616","Gunston*",4499,3157,946,38,155,22,159,22,302,139,17,146
"059617","Lorton",7067,2629,3594,36,445,8,249,106,490,181,68,241
"059618","Newington*",5300,3684,653,48,638,8,224,45,442,231,14,197
"059619","Belvoir*",4026,2556,948,36,272,18,152,44,324,145,23,156
"059620","Delong*",1635,1040,229,5,237,4,92,28,181,106,2,73
"059621","Grosvenor*",2231,1389,472,23,154,5,142,46,259,100,10,149
"059622","Pohick Run",4551,2735,1044,21,407,4,291,49,531,234,31,266
"059701","Blake*",5130,3710,315,33,788,5,242,37,531,308,12,211
"059703","Fort Buffalo*",2531,1423,251,12,439,0,389,17,628,243,8,377
"059704","Freedom Hill",5936,4224,232,18,1280,9,131,42,232,168,4,60
"059705","Graham*",2637,1343,124,19,472,2,651,26,1170,508,13,649
"059706","Greenway*",2331,1601,73,14,358,0,277,8,544,272,5,267
"059707","Mantua",2559,2324,28,9,172,3,21,2,72,57,0,15
"059708","Marshall*",6791,4542,317,24,1446,10,418,34,889,515,16,358
"059709","Mosby*",6422,3773,432,22,1567,9,568,51,984,492,13,479
"059710","Pine Spring*",3552,2320,208,14,736,3,237,34,465,231,3,231
"059711","Price",2569,1805,81,15,487,0,169,12,281,128,2,151
"059712","Shreve",1239,1056,19,6,129,1,24,4,81,53,2,26
"059713","Timber Lane",4481,2412,506,21,940,1,572,29,969,379,24,566
"059714","Walker*",3741,2161,163,16,1162,7,206,26,431,221,2,208
"059717","Woodburn*",2859,1751,149,12,639,1,279,28,567,293,4,270
"059718","Pine Ridge*",3016,2027,193,16,531,4,215,30,431,199,18,214
"059719","Stenwood*",1696,1189,52,6,238,0,206,5,389,186,2,201
"059720","Thoreau",1618,1360,50,13,175,0,14,6,86,64,1,21
"059721","Merrifield*",3552,1938,250,15,1074,6,242,27,505,288,9,208
"059726","Magarity*",4904,3428,198,19,1075,11,144,29,386,283,7,96
"059727","Oakton*",2348,2111,29,7,165,0,28,8,59,54,0,5
"059728","Walnut Hill # 2*",935,738,16,4,155,0,20,2,63,42,1,20
"059729","Nottoway",4579,3677,170,18,622,7,63,22,252,208,0,44
"059730","Penderbrook*",3410,2713,196,4,427,3,51,16,168,114,8,46
"059731","Tysons*",3959,3021,113,11,592,1,192,29,225,184,1,40
"059732","Oak Marr*",2410,2201,64,7,117,2,17,2,48,42,0,6
"059801","Burke",5111,3258,342,23,1136,9,305,38,644,343,12,289
"059802","Cardinal*",2711,2046,200,18,308,3,120,16,261,140,5,116
"059803","Clifton*",3842,3447,88,24,227,0,52,4,96,58,1,37
"059805","Fairfax Station",3091,2752,69,13,240,0,15,2,71,52,3,16
"059808","Keene Mill*",1831,1407,62,14,261,1,74,12,147,89,2,56
"059811","Pohick",4231,3141,234,13,692,10,113,28,329,221,3,105
"059812","Valley*",3158,2276,176,21,587,3,80,15,220,139,0,81
"059815","Woodyard",3490,3094,117,7,235,1,22,14,88,73,0,15
"059824","Orange*",4147,3347,223,17,431,6,95,28,232,146,2,84
"059825","Cherry Run*",2904,2238,145,7,453,2,49,10,107,81,0,26
"059827","Irving*",2602,2380,46,5,139,1,28,3,101,79,0,22
"059829","Saratoga*",3887,2705,440,22,545,3,134,38,281,172,4,105
"059832","Terra Centre*",2461,1905,119,6,352,0,68,11,148,91,1,56
"059833","White Oaks",3535,2343,253,12,684,5,213,25,371,199,8,164
"059836","Hunt*",3762,2785,277,18,541,6,86,49,190,124,3,63
"059837","Burke Centre",5261,4030,232,23,779,4,167,26,376,227,6,143
"059838","Sangster*",3648,2977,166,12,441,3,42,7,113,81,4,28
"059839","Silverbrook",5198,4020,281,19,799,2,63,14,174,142,1,31
"059840","West Springfield*",2807,2274,155,6,316,0,46,10,144,100,3,41
"059841","Popes Head*",2977,2624,134,15,179,1,13,11,60,40,3,17
"059842","Parkway",2200,1708,72,6,383,2,23,6,78,65,0,13
"059901","Centre Ridge*",7707,4979,781,32,1326,7,527,55,908,404,15,489
"059902","Chantilly*",5982,3879,438,30,1195,6,377,57,787,424,11,352
"059904","Dulles*",2069,1773,67,19,93,0,106,11,268,154,0,114
"059905","Franklin",3088,2517,148,11,359,2,41,10,122,85,3,34
"059906","Greenbriar East*",8549,6006,561,32,1640,6,250,54,565,325,18,222
"059907","Greenbriar West*",6559,5039,310,30,1036,4,114,26,318,236,3,79
"059908","Kinross",4252,3447,132,19,605,4,35,10,124,94,2,28
"059909","Leehigh*",5815,4130,444,23,1087,3,93,35,261,166,8,87
"059910","London Towne*",5617,3598,728,22,882,7,331,49,715,392,13,310
"059911","Navy*",4745,3639,179,21,816,6,72,12,228,158,3,67
"059912","Newgate*",4330,3711,120,13,411,5,55,15,140,90,1,49
"059913","Rocky Run*",3573,2958,130,16,423,3,33,10,116,92,0,24
"059914","Vale*",2597,2432,38,2,111,0,13,1,68,54,2,12
"059915","Virginia Run*",3989,3322,168,13,439,0,35,12,85,58,2,25
"059916","Waples Mill*",3603,3342,46,5,182,1,21,6,71,56,1,14
"059918","Centreville*",7921,5707,627,36,1256,9,244,42,535,305,12,218
"059919","Green Trails*",5382,3743,507,25,879,1,204,23,407,224,6,177
"059920","Lees Corner",3078,2439,83,5,477,2,60,12,137,86,2,49
"059921","Deer Park*",3423,2846,103,21,375,2,69,7,145,94,0,51
"059922","Willow Springs*",3500,2374,159,11,871,2,59,24,120,63,2,55
"059999","Cub Run 903/Stone 917",8186,6342,596,34,895,3,271,45,535,278,14,243
"0591171","Woodson Part 1",3487,2393,533,13,396,6,108,38,153,62,9,82
"0591172","Woodson Part 2",756,450,16,4,258,0,19,9,37,19,0,18
"061101","Kettle Run*",1188,1091,68,5,5,0,12,7,15,5,0,10
"061102","Catlett*",2911,2555,285,27,23,0,16,5,28,14,1,13
"061103","Casanova*",1315,1123,175,3,4,1,8,1,18,14,0,4
"061104","Lois*",1631,1471,135,4,15,0,4,2,8,6,0,2
"061201","Warrenton*",4974,4063,779,25,58,4,34,11,142,98,3,41
"061202","Baldwin Ridge*",3388,2963,352,16,24,2,21,10,48,32,3,13
"061301","Morrisville*",2523,2259,231,8,13,2,7,3,30,22,1,7
"061302","Remington*",4368,3775,441,25,29,7,75,16,137,63,5,69
"061303","Opal*",1364,1269,69,7,11,1,4,3,19,13,2,4
"061401","Marshall*",2777,2447,273,16,20,0,18,3,64,45,2,17
"061402","Leeds*",1595,1376,190,7,7,2,10,3,26,22,0,4
"061403","Waterloo*",3646,3248,316,28,32,1,14,7,41,27,4,10
"061404","Upperville*",671,618,43,4,2,0,4,0,22,15,0,7
"061501","The Plains*",2547,2278,216,13,9,0,30,1,74,43,2,29
"061502","New Baltimore*",3581,3397,86,29,42,6,19,2,43,26,0,17
"061503","Broad Run*",1865,1755,71,7,18,1,13,0,24,14,0,10
"063101","A*",2026,1949,61,8,4,0,3,1,16,14,1,1
"063201","B",2275,2208,46,10,3,1,5,2,15,12,0,3
"063301","C",2274,2143,98,8,5,0,18,2,53,37,0,16
"063401","D*",2016,1985,8,14,1,1,6,1,18,12,0,6
"063501","E",2203,2166,12,4,4,0,12,5,38,24,1,13
"065101","Palmyra*",2836,1942,850,15,15,1,11,2,29,20,2,7
"065201","Columbia*",2421,1731,657,11,4,3,9,6,21,9,4,8
"065301","Fork Union*",2198,1220,965,4,9,0,0,0,16,4,10,2
"065401","Cunningham*",2412,2174,208,12,5,0,7,6,24,17,1,6
"065501","Rivanna*",5458,5200,176,23,33,2,17,7,69,41,4,24
"067102","Burnt Chimney*",3389,3140,210,17,9,0,10,3,24,13,0,11
"067103","Scruggs*",3540,3455,59,5,7,0,13,1,26,16,1,9
"067201","Glade Hill",2387,2217,144,5,4,0,17,0,36,20,0,16
"067202","Penhook",1374,1226,140,3,3,1,1,0,8,7,0,1
"067203","Hodgesville",1662,1451,184,7,2,0,13,5,24,11,0,13
"067301","Snow Creek",1056,995,52,5,1,0,2,1,2,1,0,1
"067302","Fork Mountain",1349,1218,114,2,10,1,4,0,29,22,3,4
"067303","Sontag",1839,1294,509,11,3,0,20,2,33,17,1,15
"067304","Dickinson",799,541,254,1,2,0,0,1,6,2,4,0
"067401","Henry*",1736,1651,69,6,8,0,0,2,17,15,0,2
"067402","Ferrum*",1893,1647,209,8,8,1,14,6,31,17,3,11
"067403","Endicott*",815,810,1,3,0,0,0,1,6,5,0,1
"067501","Waidsboro",1350,1227,100,6,9,2,6,0,20,10,0,10
"067502","Callaway",2134,2004,108,14,7,0,1,0,6,4,0,2
"067503","Bowmans",729,711,12,2,1,0,3,0,3,1,0,2
"067504","Gogginsville*",977,950,12,4,1,0,7,3,10,4,0,6
"067601","Boones Mill*",2485,2372,91,10,11,0,0,1,13,7,1,5
"067602","Bonbrook*",1598,1550,27,7,3,3,4,4,18,14,0,4
"067603","Cooper's Cove*",1181,1141,31,2,5,0,2,0,2,2,0,0
"067701","Rocky Mount East",1303,956,316,6,15,2,3,5,7,4,1,2
"067702","Rocky Mount West*",1891,1537,310,6,15,0,16,7,37,12,6,19
"067703","Rocky Mount South*",1299,912,365,6,10,0,5,1,19,13,1,5
"069101","Russells",1893,1856,9,20,5,1,2,0,5,3,0,2
"069102","Gore",1835,1796,17,6,15,0,0,1,5,5,0,0
"069103","Kernstown",3438,3352,47,11,17,0,7,4,36,26,0,10
"069104","Cedar Creek*",603,591,5,1,2,0,4,0,15,11,0,4
"069201","Gainesboro*",4145,4059,30,19,20,0,13,4,19,12,0,7
"069202","Albin*",4507,4426,35,18,16,2,6,4,29,21,0,8
"069301","Clearbrook",2809,2719,55,17,7,0,7,4,24,16,1,7
"069302","Neffstown",7919,7372,384,39,67,2,39,16,108,64,4,40
"069401","Carpers Valley*",3835,3568,172,15,26,0,44,10,79,39,0,40
"069402","Shenandoah*",4092,3892,92,19,52,2,30,5,73,43,0,30
"069501","Stephens City*",6873,6457,226,26,78,3,77,6,201,115,1,85
"069502","Middletown*",1657,1601,46,5,4,1,0,0,13,13,0,0
"071101","Glen Lyn",246,245,0,0,1,0,0,0,1,1,0,0
"071102","Rich Creek",1037,1025,9,0,2,1,0,0,5,5,0,0
"071103","Narrows*",2873,2843,7,11,5,1,4,2,11,8,0,3
"071201","Pearisburg*",3436,3326,77,7,15,0,7,4,19,17,0,2
"071202","Staffordsville*",411,397,11,0,2,0,1,0,1,0,0,1
"071203","White Gate*",339,322,15,0,1,0,0,1,2,2,0,0
"071204","Sugar Run*",181,177,3,1,0,0,0,0,0,0,0,0
"071301","Eggleston*",893,866,22,4,0,0,1,0,3,3,0,0
"071302","Pembroke",2115,2030,73,7,3,0,2,0,14,14,0,0
"071303","Newport",1205,1184,1,7,7,0,6,0,3,2,0,1
"071304","Hatfield*",253,251,2,0,0,0,0,0,0,0,0,0
"073101","Harcum*",1740,1453,239,12,28,0,4,4,16,11,0,5
"073102","Salem*",1577,1307,236,17,7,0,4,6,12,11,0,1
"073103","Bethel*",1725,1473,205,21,8,2,7,9,20,11,2,7
"073201","Courthouse*",2198,1846,313,14,12,0,9,4,22,8,2,12
"073202","Botetourt*",3714,3203,426,33,23,4,22,3,66,42,3,21
"073301","White Marsh*",3490,3015,386,31,33,3,16,6,46,25,0,21
"073302","Roanes*",1301,1137,139,9,5,3,4,4,20,15,1,4
"073401","Hayes*",4852,4291,401,52,74,4,27,3,69,37,2,30
"073501","Achilles*",3308,3142,110,21,29,0,4,2,35,28,0,7
"073502","Timberneck*",1759,1505,201,21,18,4,7,3,21,14,0,7
"075101","Fife*",902,659,217,10,3,0,4,9,3,0,1,2
"075102","Hadensville*",1613,1207,381,9,12,1,2,1,14,9,3,2
"075201","Three Square*",587,320,260,2,0,0,4,1,4,0,2,2
"075202","Sandy Hook*",2165,1320,816,13,8,0,6,2,14,4,4,6
"075301","Goochland Court House*",3087,1938,1127,7,10,0,3,2,13,8,2,3
"075402","Centerville*",2315,1897,382,10,18,1,5,2,33,18,0,15
"075501","Manakin*",2607,2312,269,3,17,0,2,4,11,9,1,1
"077101","Bridle Creek*",475,451,16,7,1,0,0,0,0,0,0,0
"077102","Flatridge*",314,312,1,1,0,0,0,0,0,0,0,0
"077103","Grant",512,505,0,4,2,1,0,0,2,2,0,0
"077104","Mouth Of Wilson",377,374,0,2,0,0,1,0,5,4,0,1
"077105","Mount Rogers",567,562,0,3,2,0,0,0,2,2,0,0
"077106","Rugby",510,506,1,3,0,0,0,0,0,0,0,0
"077107","Troutdale*",1304,458,834,0,5,1,6,0,9,3,0,6
"077201","Comers Rock",300,297,0,3,0,0,0,0,1,1,0,0
"077202","Elk Creek",626,595,26,1,2,0,2,0,2,1,1,0
"077203","Independence",2545,2432,78,11,3,1,20,0,57,39,0,18
"077301","Baywood*",1244,1169,57,7,0,1,10,0,13,2,1,10
"077302","Fairview*",2055,1982,41,13,0,0,17,2,46,28,0,18
"077303","Oldtown*",664,616,45,0,1,0,2,0,8,6,0,2
"077402","Providence",1832,1779,15,15,1,0,21,1,31,11,0,20
"0774011","Fries Part 1",1025,1013,4,4,0,0,3,1,8,4,0,4
"0774012","Fries Part 2",70,70,0,0,0,0,0,0,0,0,0,0
"079101","Dyke",1205,1182,9,9,4,0,1,0,6,5,0,1
"079102","Swift Run",3014,2815,146,17,18,2,14,2,43,28,0,15
"079201","Ruckersville*",3765,3410,265,20,26,1,34,9,60,28,1,31
"079301","Stanardsville*",3086,2786,255,8,13,1,19,4,17,7,0,10
"081101","1-A",764,317,440,1,0,0,6,0,8,2,1,5
"081102","1-B*",288,171,117,0,0,0,0,0,2,2,0,0
"081103","1-C",562,156,400,3,0,0,0,3,3,2,0,1
"081201","2-A",799,233,555,3,2,1,3,2,11,2,8,1
"081202","2-B*",846,528,308,0,0,1,8,1,7,1,0,6
"081302","3-A",4385,1404,2928,3,30,0,18,2,24,9,6,9
"081401","4-A*",403,255,141,0,3,0,3,1,5,2,0,3
"081402","4-B*",751,381,367,1,2,0,0,0,0,0,0,0
"081403","4-C",655,310,337,0,0,0,8,0,18,9,1,8
"083101","Childrey*",1020,598,405,4,0,0,0,13,12,2,0,10
"083102","Liberty*",1263,922,330,5,4,0,2,0,16,14,0,2
"083103","Republican Grove*",1386,836,533,9,0,0,6,2,6,1,1,4
"083201","Clays Mill",1273,1053,210,6,2,0,2,0,6,3,1,2
"083202","Crossroads",1037,537,491,2,1,0,2,4,7,3,2,2
"083203","Clover*",1422,788,623,3,2,0,2,4,15,10,3,2
"083302","Meadville",1129,460,658,4,0,0,5,2,26,8,12,6
"083303","Union",1406,539,853,5,5,0,3,1,5,4,0,1
"083304","Vernon Hill",1201,851,340,4,1,1,2,2,10,8,0,2
"083499","Courthouse 401/Sinai 402*",3257,1370,1849,9,10,0,10,9,12,5,1,6
"083501","Center",1382,1104,262,4,2,0,9,1,15,7,1,7
"083502","Dan River",1096,808,263,3,8,0,6,8,9,4,0,5
"083503","Scottsburg",1383,1053,313,7,2,0,6,2,15,9,0,6
"083601","Black Walnut",1738,1108,596,6,14,0,9,5,24,12,4,8
"083603","Mt. Carmel",1582,863,706,3,2,0,4,4,16,12,0,4
"083701","Hyco",2450,1846,559,10,15,0,20,0,30,8,5,17
"083702","Midway",601,514,84,1,0,0,2,0,5,3,0,2
"083703","Virgilina",752,600,136,9,4,0,3,0,2,0,0,2
"083801","South Boston East*",1775,1202,542,6,10,0,11,4,30,15,4,11
