"Precinct
Number","Precinct Name","Total
Population","White","Black","Am.
Ind","Asian","HawPI.","Other","Multi-
Race","Hisp.","Hisp.
White","Hisp.
Black","Hisp.
Other"
"710308","Norview Methodist*",3274,2006,1055,33,108,10,34,28,65,29,7,29
"710309","Norview Recreation Center*",4843,862,3723,26,140,17,31,44,87,14,23,50
"710310","Rosemont*",6779,616,5911,36,73,4,94,45,170,42,31,97
"7103111","Sherwood Rec Center Part 1",74,4,67,0,0,0,3,0,3,0,0,3
"7103112","Sherwood Rec Center Part 2",4941,2551,1944,28,268,8,77,65,194,49,58,87
"710312","Sherwood School",2807,1766,829,43,91,1,51,26,119,60,7,52
"710313","Union Chapel",3152,36,3064,10,0,3,23,16,50,2,26,22
"710401","Azalea Gardens*",2758,1834,642,14,151,2,90,25,119,32,10,77
"710402","Berkley*",3097,49,3012,7,3,0,9,17,26,9,3,14
"710403","Brambleton*",3200,26,3136,3,0,0,7,28,34,2,24,8
"710404","Campostella*",4357,62,4220,8,5,0,35,27,45,9,18,18
"710405","Chesterfield*",3344,58,3232,10,7,3,20,14,32,2,13,17
"710406","Barron Black*",2899,1765,744,12,320,3,27,28,86,49,1,36
"710407","Coleman Place Presbyterian*",3546,1954,1327,25,169,0,40,31,88,25,6,57
"710408","Easton*",4671,2660,1688,40,182,7,77,17,152,69,16,67
"710409","Fairlawn*",4047,2485,1224,18,201,9,72,38,147,46,24,77
"710410","Houston*",980,527,325,4,101,0,15,8,40,16,6,18
"710411","Hunton Y*",2946,298,2592,6,7,1,10,32,49,10,15,24
"710412","Ingleside*",3453,734,2612,9,30,6,31,31,55,13,20,22
"710413","Poplar Halls*",5128,1713,3129,38,107,1,80,60,226,83,37,106
"710414","Young Park*",5350,41,5253,10,3,1,5,37,43,1,34,8
"710501","Bayview School*",5523,4028,1126,61,126,14,122,46,239,115,19,105
"710502","Bayview United*",3345,2751,411,28,78,6,43,28,99,34,24,41
"710503","East Ocean View*",6052,3286,2267,75,112,23,166,123,267,83,44,140
"710504","Larrymore*",4267,2378,1402,26,271,6,128,56,274,109,30,135
"710505","Little Creek",3707,2595,767,43,193,4,77,28,116,46,2,68
"7105061","Ocean View Center Part 1",4269,2942,990,51,115,8,110,53,219,92,10,117
"7105062","Ocean View Center Part 2",829,671,81,9,40,0,24,4,40,16,2,22
"710507","Ocean View School",8363,6137,1472,126,255,10,284,79,494,163,61,270
"710508","Oceanair*",2949,1593,1087,48,74,11,87,49,188,73,28,87
"710509","Tarrallton",4472,3692,386,57,239,1,61,36,153,76,8,69
"710510","Third Presbyterian*",1548,1302,160,6,46,1,17,16,58,33,2,23
"720001","East",2350,2103,204,10,16,5,11,1,12,10,0,2
"720002","West",1554,1472,51,3,26,0,0,2,22,17,5,0
"730101","First Ward First Precinct",2992,250,2702,6,9,1,10,14,23,1,15,7
"730102","First Ward Second Precinct",2307,713,1514,11,34,2,21,12,67,35,11,21
"730201","Second Ward First Precinct*",3743,887,2755,9,41,0,38,13,52,9,8,35
"730202","Second Ward Second Precinct*",2191,646,1447,5,60,1,19,13,31,15,3,13
"730301","Third Ward First Precinct",2933,738,2122,6,22,1,19,25,37,15,11,11
"730302","Third Ward Second Precinct*",2035,872,1126,1,21,0,13,2,22,6,5,11
"730402","Fourth Ward First Precinct*",3239,704,2451,20,24,3,21,16,58,11,21,26
"730403","Fourth Ward Second Precinct*",1750,459,1266,2,5,0,14,4,18,4,2,12
"730501","Fifth Ward First Precinct*",1856,24,1810,4,8,0,4,6,6,0,4,2
"730502","Fifth Ward Second Precinct*",1341,40,1284,5,10,0,1,1,1,0,1,0
"730601","Sixth Ward First Precinct*",1946,6,1929,3,1,0,5,2,18,0,13,5
"730602","Sixth Ward Second Precinct*",2599,187,2376,6,2,0,19,9,44,5,18,21
"730701","Seventh Ward First Precinct*",4023,491,3422,18,19,0,43,30,80,11,21,48
"730702","Seventh Ward Second Precinct",785,232,526,2,13,2,1,9,6,6,0,0
"735001","Central*",4198,4017,22,31,98,4,24,2,66,46,0,20
"735002","Eastern*",3944,3835,18,21,62,2,6,0,30,25,0,5
"735003","Western*",3424,3282,50,9,57,2,14,10,26,15,0,11
"740001","One*",3541,2009,1383,32,55,5,36,21,89,52,7,30
"740005","Five*",3311,78,3207,2,1,0,7,16,24,1,20,3
"740007","Seven",2887,899,1881,20,26,1,30,30,69,23,11,35
"740009","Nine",2352,857,1405,16,20,0,28,26,42,4,9,29
"740010","Ten*",2080,1476,546,32,14,1,7,4,38,24,2,12
"740011","Eleven*",3075,45,2981,4,1,0,6,38,21,0,11,10
"740013","Thirteen*",3069,40,2994,11,2,0,1,21,15,1,8,6
"740014","Fourteen*",3362,232,3075,8,14,0,15,18,36,10,13,13
"740016","Sixteen*",3276,2077,1048,50,45,1,40,15,80,37,13,30
"740017","Seventeen*",4735,2494,2019,74,47,4,76,21,113,28,16,69
"740019","Nineteen*",1893,1301,539,19,12,5,7,10,36,11,9,16
"740020","Twenty*",3494,1031,2405,24,7,2,4,21,31,14,15,2
"740021","Twenty-One*",2285,153,2091,11,0,2,10,18,24,6,10,8
"740022","Twenty-Two*",3240,2126,1008,35,26,1,29,15,39,12,2,25
"740023","Twenty-Three*",2752,2461,186,34,35,6,21,9,33,16,0,17
"740024","Twenty-Four*",2323,1366,877,26,18,0,18,18,24,13,2,9
"740025","Twenty-Five*",2380,1850,475,15,21,3,6,10,25,18,0,7
"740026","Twenty-Six*",2744,19,2694,8,3,0,4,16,23,1,18,4
"740027","Twenty-Seven*",4111,156,3880,25,4,5,11,30,38,5,20,13
"740028","Twenty-Eight*",3307,45,3239,5,1,0,2,15,5,0,3,2
"740029","Twenty-Nine*",1822,1643,117,16,21,11,7,7,11,6,0,5
"740030","Thirty*",2711,2514,102,41,35,3,12,4,25,17,1,7
"740031","Thirty-One*",4576,2626,1824,42,44,6,24,10,70,29,18,23
"740032","Thirty-Two*",1874,1519,310,15,21,0,8,1,18,10,1,7
"740033","Thirty-Three*",1740,1682,16,8,18,0,15,1,22,7,0,15
"740034","Thirty-Four*",2144,1926,162,8,24,5,9,10,22,17,0,5
"740035","Thirty-Five",2975,2348,525,17,45,7,31,2,65,36,2,27
"740036","Thirty-Six",6598,4487,1714,67,172,31,88,39,302,179,31,92
"740099","Thirty-Seven/Thirty-Eight",15908,6636,8549,114,247,12,210,140,408,116,107,185
"750001","East*",9519,8390,726,48,220,3,89,43,146,67,7,72
"750099","West One (2)/West Two (3)",6340,5600,619,30,42,2,22,25,38,23,4,11
"760101","101",4625,4300,183,3,51,4,39,45,70,42,0,28
"760102","102",1349,1304,26,1,4,0,10,4,16,11,0,5
"760103","103*",2072,1765,266,6,19,0,9,7,22,9,0,13
"760104","104*",1279,1244,22,0,6,0,6,1,15,15,0,0
"760105","105*",2135,2048,45,7,25,1,3,6,22,19,0,3
"760106","106",1999,1982,13,0,4,0,0,0,1,1,0,0
"760111","111*",1911,1786,71,6,36,0,8,4,24,17,1,6
"760112","112*",1668,1566,63,10,21,0,8,0,16,10,0,6
"760113","113*",2501,2204,154,20,62,3,31,27,67,39,4,24
"760114","114*",3398,3095,165,23,66,2,27,20,75,46,1,28
"760203","203*",2153,1540,515,12,62,5,11,8,17,8,0,9
"760204","204*",3011,2410,451,20,82,1,30,17,64,41,3,20
"760206","206*",2178,1519,452,17,137,1,33,19,48,27,2,19
"760207","207*",3058,2789,158,17,67,1,18,8,50,34,2,14
"760208","208*",3403,2988,177,17,165,0,41,15,72,46,6,20
"760211","211*",3608,1830,1209,20,442,4,75,28,83,47,6,30
"760212","212*",2517,32,2458,8,0,1,7,11,32,0,29,3
"760213","213",2107,372,1673,6,12,2,13,29,27,9,8,10
"760301","301*",2884,146,2670,9,7,0,27,25,32,6,10,16
"760302","302*",2292,471,1773,9,9,0,16,14,22,13,3,6
"760303","303*",1755,33,1706,5,1,0,4,6,9,1,8,0
"760304","304*",3519,41,3418,4,0,3,7,46,26,6,17,3
"760305","305*",2804,120,2627,13,13,0,11,20,29,8,9,12
"760306","306*",1815,50,1711,3,22,0,9,20,29,1,19,9
"760307","307*",2195,1457,687,9,12,4,16,10,23,10,3,10
"760308","308*",2328,1639,641,7,20,1,12,8,24,12,2,10
"760309","309*",1544,1387,138,1,14,0,2,2,13,12,0,1
"760402","402*",2328,2156,113,9,29,3,16,2,16,5,2,9
"760403","403*",1721,1134,534,11,15,1,17,9,12,1,2,9
"760404","404*",3204,2028,1043,11,76,3,23,20,57,24,10,23
"760409","409*",3496,2752,685,8,37,0,9,5,28,18,5,5
"760410","410*",4582,2610,1625,13,98,2,194,40,220,35,8,177
"760411","411*",997,831,139,3,20,0,1,3,4,3,0,1
"760412","412*",3817,1798,1827,28,76,3,46,39,84,32,15,37
"760413","413*",2249,1922,265,9,23,4,16,10,22,8,0,14
"760501","501*",2738,1178,1440,21,67,2,16,14,29,16,3,10
"760502","502*",1107,548,505,11,15,2,22,4,37,18,3,16
"760503","503*",3568,510,2998,9,5,2,8,36,25,9,13,3
"760504","504*",3490,1100,2263,16,49,0,50,12,78,35,6,37
"760505","505*",1777,1219,407,13,83,4,45,6,58,15,4,39
"760508","508*",1578,1148,324,6,51,0,23,26,26,9,1,16
"760509","509*",3690,513,2988,5,16,3,119,46,151,16,11,124
"760510","510*",4011,613,3288,8,12,0,65,25,79,11,6,62
"760602","602*",2356,14,2317,2,2,0,10,11,13,1,7,5
"760603","603*",3415,69,3277,2,11,2,27,27,43,6,12,25
"760604","604*",2726,68,2641,2,1,0,7,7,21,8,8,5
"760606","606*",3503,65,3403,11,1,0,11,12,38,1,27,10
"760607","607",1013,459,437,13,81,0,13,10,27,10,9,8
"760608","608*",3989,150,3812,0,1,0,9,17,30,3,18,9
"760609","609",3169,285,2819,5,12,3,25,20,41,1,14,26
"760610","610*",1545,168,1331,4,5,1,20,16,39,7,1,31
"760701","701*",4286,13,4226,4,5,0,8,30,40,0,29,11
"760702","702*",1878,12,1828,15,2,0,2,19,11,1,8,2
"760703","703*",2193,45,2135,2,4,0,4,3,10,1,6,3
"760704","704*",1725,15,1694,0,1,0,1,14,5,1,4,0
"760705","705",2249,234,1984,5,4,2,4,16,20,7,9,4
"760706","706",4639,680,3854,20,6,0,47,32,55,3,11,41
"760707","707",4256,1684,2467,19,43,4,17,22,44,15,16,13
"760802","802*",2719,143,2550,2,6,0,9,9,34,3,20,11
"760806","806",1681,429,1142,7,8,3,85,7,137,35,15,87
"760807","807*",1844,237,1560,10,6,1,18,12,44,16,8,20
"760810","810*",3525,1011,2063,20,98,3,262,68,357,56,32,269
"760811","811*",2856,565,2194,9,44,1,31,12,39,3,13,23
"760812","812*",4025,1342,2555,8,21,2,68,29,138,46,14,78
"760813","813",3377,988,2269,20,19,2,59,20,83,16,13,54
"760902","902*",3585,376,2774,5,14,70,308,38,444,56,9,379
"760903","903*",6244,1500,4218,37,48,12,367,62,459,38,46,375
"760906","906*",2858,400,1942,18,13,0,422,63,535,48,7,480
"760908","908",2735,847,1725,14,46,3,57,43,101,27,24,50
"760909","909*",2886,599,2104,15,49,1,88,30,132,28,19,85
"760910","910*",3914,877,2766,16,69,4,138,44,218,42,35,141
"760911","911",2138,291,1725,9,68,0,36,9,62,14,17,31
"770001","Highland  1",3575,1489,1916,18,34,1,73,44,90,14,15,61
"770002","Highland  2*",3317,2577,565,28,30,8,72,37,109,33,8,68
"770005","Jefferson  1*",5611,5012,406,63,69,7,34,20,81,54,1,26
"770007","Jefferson-Riverdale",4058,3624,283,17,79,2,29,24,52,22,9,21
"770008","Jefferson  2",2092,1918,100,26,27,3,14,4,36,16,1,19
"770009","Tinker*",5155,4398,582,34,64,0,61,16,95,56,1,38
"770010","Williamson Road  1*",2741,2345,252,17,73,0,41,13,64,27,4,33
"770011","Williamson Road  2*",1428,1351,41,5,24,0,7,0,4,2,0,2
"770013","Williamson Road  4",2071,1449,525,9,22,0,48,18,44,15,3,26
"770014","Williamson Road  5",2788,2141,429,12,58,2,127,19,116,39,15,62
"770015","Williamson Road  6",2491,2250,116,12,93,0,17,3,30,14,0,16
"770017","Monterey",3088,2747,205,11,68,0,44,13,56,22,2,32
"770018","Peters Creek*",5079,2328,2564,33,78,0,45,31,34,13,2,19
"770019","Melrose",2680,184,2429,10,6,4,23,24,39,8,22,9
"770020","Eureka Park",2662,68,2572,2,2,3,5,10,18,4,10,4
"770021","Villa Heights",4918,652,4123,27,39,1,36,40,77,20,28,29
"770022","Washington Heights*",7072,3134,3679,20,85,0,72,82,126,37,20,69
"770023","Westside*",2376,953,1361,11,27,1,16,7,17,5,1,11
"770024","Raleigh Court  1",2895,2561,273,15,23,1,13,9,43,29,5,9
"770026","Raleigh Court  2",1885,1756,79,9,22,1,17,1,32,23,5,4
"770027","Raleigh Court  3",1960,1864,47,13,18,3,11,4,14,10,1,3
"770028","Raleigh Court  4",1822,1657,111,6,26,0,17,5,30,19,1,10
"770029","Raleigh Court  5",1656,1615,19,7,8,0,7,0,12,11,0,1
"770030","Wasena",1662,1509,110,13,23,1,6,0,6,5,0,1
"770031","Fishburn Park",1898,1787,58,9,29,2,9,4,21,13,4,4
"770032","Grandin Court",1597,1540,20,9,24,0,4,0,10,6,0,4
"770033","South Roanoke  1",1731,1703,12,5,8,0,1,2,6,5,0,1
"770034","South Roanoke  2",2499,2363,83,3,27,0,22,1,38,18,0,20
"770035","Lee-Hi",3810,3594,155,7,34,2,14,4,31,23,1,7
"770037","Garden City",3651,3428,163,10,42,0,6,2,23,20,2,1
"770099","Williamson Road  3 (12)/Lincoln Terrace (16)",4643,1851,2640,22,55,0,55,20,51,9,11,31
"775001","North Salem  2*",3070,2895,136,10,18,1,8,2,25,12,5,8
"775002","Conehurst*",2131,1744,320,9,33,2,19,4,30,22,0,8
"775003","Beverly Heights*",1413,1378,16,3,12,0,0,4,3,0,3,0
"775004","West Salem*",2056,1986,29,2,24,4,10,1,7,7,0,0
"775005","North Salem  1*",3196,2843,306,14,20,0,13,0,31,24,0,7
"775006","South Salem  1*",1916,1668,202,10,13,0,21,2,31,21,3,7
"775008","East Salem*",1652,1468,140,12,26,1,2,3,6,5,0,1
"775010","Hidden Valley*",3569,3175,289,11,65,4,14,11,28,17,0,11
"775099","South Salem  2 (7)/South Side Hills (9)",5744,5581,72,15,49,0,13,14,44,36,0,8
"790101","Ward  1*",5933,4463,1332,31,49,1,35,22,65,42,9,14
"790201","Ward  2*",6880,5910,837,34,34,0,42,23,62,32,5,25
"790301","Ward  3*",4037,3669,277,23,23,3,36,6,48,19,2,27
"790401","Ward  4",3364,2895,424,12,12,0,16,5,30,24,1,5
"790501","Ward  5",3639,2929,591,14,36,0,39,30,60,21,8,31
"800101","Yeates",2771,1590,1111,24,13,0,17,16,39,20,1,18
"800102","Driver*",4291,3728,387,27,126,1,13,9,47,30,5,12
"800103","Harbour View*",7027,3253,3414,42,164,5,79,70,193,61,48,84
"800201","Ebenezer*",2028,1732,231,14,41,3,6,1,9,4,1,4
"800202","Chuckatuck",2392,1576,786,10,10,2,1,7,5,3,1,1
"800203","King's Fork",6397,4696,1521,33,95,1,38,13,98,47,17,34
"800301","White Marsh",3081,210,2821,17,2,1,5,25,11,1,10,0
"800302","John F. Kennedy",3124,1060,1984,25,17,0,29,9,64,31,5,28
"800303","Cypress Chapel*",1505,1163,314,17,0,3,4,4,12,7,0,5
"800401","Airport*",5660,1105,4500,17,4,1,13,20,39,15,13,11
"800402","Whaleyville*",1571,1252,286,15,7,1,7,3,8,1,5,2
"800501","Kilby's Mill*",3717,3266,376,22,25,1,15,12,26,15,2,9
"800502","Holland*",2067,1441,600,12,6,0,3,5,25,22,3,0
"800503","Holy Neck*",1681,910,753,7,1,0,1,9,16,3,10,3
"800601","Lakeside*",4643,2502,2085,14,19,0,14,9,34,18,10,6
"800602","Olde Towne*",2784,1050,1685,10,11,0,11,17,45,10,20,15
"800701","Hollywood*",2455,18,2412,3,3,0,12,7,34,0,18,16
"800702","Elephant's Fork*",3004,1971,966,14,27,1,6,19,50,28,13,9
"800703","Nansemond River",2688,1230,1381,18,16,1,13,29,47,9,24,14
"800704","Lake Meade*",791,518,255,1,9,0,4,4,7,6,0,1
"810001","North Beach*",3851,3761,37,6,30,1,16,0,33,18,1,14
"810002","South Beach*",3157,2648,328,36,58,7,55,25,78,35,4,39
"810004","Linkhorn*",3258,2746,322,37,65,5,56,27,128,64,2,62
"810006","Alanton",4406,4171,145,11,60,6,6,7,48,38,0,10
"810007","Kingston*",3871,3613,123,15,91,1,20,8,75,55,0,20
"810008","London Bridge*",8413,6795,1091,50,261,7,162,47,327,164,13,150
"810011","Cape Henry*",4982,4272,487,32,64,9,102,16,186,70,17,99
"810012","Plaza*",8851,6020,2140,86,338,3,195,69,396,166,42,188
"810013","Mt. Trashmore",6057,4504,1044,67,317,6,97,22,262,138,24,100
"810014","Malibu*",4357,3398,687,36,126,6,74,30,175,85,22,68
"810015","Old Donation*",5967,4456,1053,52,217,20,119,50,264,131,14,119
"810016","Aragona*",7162,4223,2368,69,249,13,155,85,327,116,40,171
"810017","Ocean Park*",5493,5176,120,42,88,7,42,18,95,59,3,33
"810018","Thoroughgood",4615,3888,402,26,201,1,62,35,150,103,9,38
"810019","Lake Smith*",4212,3607,379,32,113,1,61,19,137,71,6,60
"810020","Bayside*",4805,3003,1324,31,310,11,91,35,206,99,14,93
"810021","Davis Corner",7327,4152,2512,36,438,5,121,63,301,139,42,120
"810022","Point O' View*",3456,2717,511,21,147,6,43,11,83,40,5,38
"810023","Arrowhead*",4860,3863,699,29,182,2,59,26,121,47,17,57
"810024","Larkspur*",6385,4318,1385,51,464,15,124,28,269,119,25,125
"810027","Providence*",4192,3449,356,22,326,6,23,10,103,71,6,26
"810028","Thalia*",8306,5981,1758,58,242,12,180,75,381,182,31,168
"810029","Holland*",8465,4892,2542,107,498,19,270,137,598,217,88,293
"810032","Creeds*",1618,1475,120,10,9,1,1,2,19,16,0,3
"810033","Capps Shop*",1882,1800,44,17,10,0,10,1,10,7,0,3
"810034","Blackwater*",1024,836,160,9,9,0,10,0,6,2,0,4
"810035","Courthouse",8825,6750,1403,46,427,14,147,38,354,172,26,156
"810036","Windsor Oaks*",6950,4436,1887,43,386,14,108,76,271,107,46,118
"810037","Chesapeake Beach*",8742,6039,1860,108,288,11,324,112,653,298,26,329
"810038","Witchduck",3672,3399,75,12,157,1,19,9,36,29,1,6
"810039","Pembroke*",5639,4193,983,38,265,6,92,62,226,129,16,81
"810040","Bonney*",7434,5451,1402,54,288,4,171,64,346,148,27,171
"810041","College Park*",7564,3368,3637,30,263,3,155,108,370,156,43,171
"810042","Brandon*",8234,5601,1427,50,896,10,182,68,371,164,34,173
"810043","Bellamy*",9548,5296,2800,50,1051,12,218,121,462,199,33,230
"810044","Centerville*",5257,3793,810,28,516,10,69,31,152,72,21,59
"810045","Timberlake*",3509,1835,1017,42,436,5,127,47,222,65,23,134
"810046","Green Run*",11251,6042,3444,86,1190,26,315,148,693,327,70,296
"810047","Kings Grant*",4477,4244,89,14,97,0,25,8,63,28,10,25
"810048","Wolfsnare*",5357,4534,589,29,128,11,40,26,187,103,34,50
"810049","Lynnhaven*",7054,6752,68,21,158,3,39,13,125,99,1,25
"810050","Oceana*",9225,5772,2633,107,252,14,360,87,691,278,53,360
"810051","Stratford Chase",7427,5685,873,53,675,11,92,38,171,88,9,74
"810052","Homestead",5607,3770,944,41,736,9,84,23,213,107,18,88
"810053","Shannon",4665,3643,661,54,191,3,72,41,189,96,14,79
"810054","Salem",11110,6674,2605,98,1341,16,254,122,625,324,41,260
"810055","Magic Hollow*",9567,5865,2620,88,570,20,273,131,593,225,61,307
"810056","Little Neck*",3454,3188,126,15,85,0,38,2,112,73,3,36
"810057","Sherry Park*",2511,2081,334,15,59,1,16,5,22,12,1,9
"810058","Glenwood*",5188,3129,1047,24,850,10,85,43,226,112,20,94
"810059","Meadows*",1050,902,40,4,95,0,2,7,14,12,0,2
"810060","Forest*",774,727,24,0,14,1,8,0,15,9,0,6
"810061","Baker",10240,2863,6515,63,306,9,320,164,579,100,127,352
"810062","Landstown*",8157,6015,1250,40,667,8,118,59,284,147,21,116
"810064","Rosemont Forest",5834,3716,1148,30,833,5,52,50,160,81,27,52
"810065","Colonial*",5944,3117,1331,35,1267,3,94,97,248,135,15,98
"810066","Hunt*",5319,4522,503,28,184,1,57,24,159,86,17,56
"810067","Eastern Shore*",4627,3402,860,36,109,26,166,28,382,150,58,174
"810068","Hilltop",5578,4730,495,59,120,11,137,26,266,129,16,121
"810069","Shell*",4486,2336,1682,24,340,7,44,53,140,67,18,55
"810070","Strawbridge",4000,3301,433,51,108,13,68,26,174,111,7,56
"810071","Round Hill",7097,3750,2176,42,901,12,142,74,362,190,35,137
"810073","Dahlia*",9174,4708,3165,76,871,22,233,99,532,210,90,232
"810096","Ocean Lakes (3)/Red Wing (30)/Sigma (31)/Culver (63)",32777,26281,4143,299,1016,61,699,278,1683,853,139,691
"810097","Seatack (5)/Rudee (72)*",10014,7086,2404,98,169,16,158,83,327,151,19,157
"810098","Trantwood (9)/Great Neck (10)*",8778,8302,155,41,218,7,42,13,150,108,8,34
"810099","Woodstock (25)/Fairfield (26)*",8169,6619,1068,29,348,4,67,34,144,77,12,55
"820001","Ward A",4783,3935,711,45,15,0,66,11,188,122,6,60
"820002","Ward B",4191,3621,432,26,18,1,69,24,169,93,3,73
"820003","Ward C",5590,4752,678,25,50,1,72,12,150,80,2,68
"820004","Ward D",4956,4569,231,29,54,4,49,20,136,90,0,46
"830001","Stryker*",9013,7088,1296,34,471,8,79,37,233,152,8,73
"8300021","Berkeley Part 1",1175,1079,48,10,35,0,1,2,18,17,0,1
"8300022","Berkeley Part 2",1810,1376,284,8,101,1,39,1,51,22,0,29
"840101","War Memorial*",3350,2787,408,24,61,4,52,14,83,42,2,39
"840102","South End*",5168,4446,195,24,92,5,389,17,651,253,4,394
"840103","Shawnee*",4392,3787,299,33,139,0,128,6,247,128,1,118
"840201","Friendship*",6465,4593,1472,32,56,3,261,48,418,155,8,255
"840202","Library*",4210,3742,277,49,59,3,68,12,128,53,3,72
,"Totals",7078515,5120110,1414830,38843,288852,5493,172037,38350,329540,154473,15391,159676
